data	yy	mm	dd	tmax	tmin	tavg	tdavg	rhavg	wd	ws	gust	slp	prec	totcl	lowcl	sun	vis	snow
2009-04-25	2009	4	25	16,6	3,7	11,2	0,5	49,5	E	14	43,2	1024	0	0,8	0	13,8	22,5	0
2009-04-24	2009	4	24	17	3,2	10,6	1,1	54	NE	8,6		1023,2	0	2,4	1,4	5,3	17,5	0
2009-04-23	2009	4	23	18	7,1	11,6	5,6	72,2	NW	11,3	46,8	1017	13,2	5,4	6,1	12,2	10,5	0
2009-04-22	2009	4	22	15,8	3,4	9,8	2,3	60,2	E	10,4	32,4	1023,5	0	1,5	0,3	13,8	17,5	0
2009-04-21	2009	4	21	16,4	3,1	9,7	-0,7	52,8	NE	10,4		1025,9	0	1,4	0	13,5	18,8	0
2009-04-20	2009	4	20	11,8	-0,9	6,2	-1,3	59,2	E	8,1		1027,2	0	0,9	0	13,7	17,5	0
2009-04-19	2009	4	19	13,4	0,2	7,5	2,9	75,4	ENE	12,6	39,6	1019,8	2,2	3,8	5,6		14	0
2009-04-18	2009	4	18	18,6	8,3	12,8	8,2	77,4	E	13,5		1005,9	4,7	6,6	6,4	7,7	8,8	0
2009-04-17	2009	4	17	15,9	5,7	10,9	2,2	57	E	20,7	46,8	1011,8	0	0,4		13	16,2	0
2009-04-16	2009	4	16	20,3	5,1	14,2	4,2	52,7	ESE	14,9		1016,5	0	1,6	1,8	11	16,2	0
2009-04-15	2009	4	15	18,4	4,4	12	5,2	64,6	ESE	9,5	43,2	1013,2	0	2,1	0,2	11,7	15,5	0
2009-04-14	2009	4	14	15,8	4	10,8	6,2	74,1	ESE	14		1012,9	0	1,2	1	13	12	0
2009-04-13	2009	4	13	14,8	4,1	9,1	5,7	80,3	E	14		1015,3	0	1,9	5	5,9	11,5	0
2009-04-12	2009	4	12	16,8	5,1	10,8	4,4	69,1	E	21,6	46,8	1015,7	0	1,9	2,2	12,5	13,4	0
2009-04-11	2009	4	11	17,1	4,8	11,6	3,9	61,3	E	17,6		1016,5	0	1	0,6	12	16,8	0
2009-04-10	2009	4	10	17,6	6,1	11,9	5,6	67,9	N	10,4		1018,1	0,01	3,5	1,5	8,7	14,6	0
2009-04-09	2009	4	9	23,3	10,6	17	7,8	58	WSW	9	28,8	1013,5	0	4	3,5	10,4	11,9	0
2009-04-08	2009	4	8	21,3	8,3	14,3	6,9	62,5	ESE	9,5	32,4	1012,8	0	0,4	1,5	9,6	9,4	0
2009-04-07	2009	4	7	15,6	4,8	10,8	2,8	57	E	9,5		1017,6	0	4	4	11,1	13,4	0
2009-04-06	2009	4	6	14,9	0,3	8,5	5,2	82,4	WNW	8,1	36	1022,5	0	2,5	3,2	6,1	6,8	0
2009-04-05	2009	4	5	23	7	14,6	7,7	65,7	W	10,4		1017,4	0	1,8	2,8	11,2	10,7	0
2009-04-04	2009	4	4	19,2	1,9	10	1,2	59,4	E	4,1		1018,7	0	1,6	0	12	9,9	0
2009-04-03	2009	4	3	13,8	1,2	7,8	-1,7	52,6	E	14,4	39,6	1025,4	0	1,4	0	12,1	16,5	0
2009-04-02	2009	4	2	14,6	1,1	8,7	2,9	68,6	ENE	15,3	25,2	1025	0	2,6	2	10,6	12,4	0
2009-04-01	2009	4	1	12,4	-1	6,1	1,5	74,4	WSW	3,6	18	1023,7	0	2	0,8	10,1	10,5	0
2009-03-31	2009	3	31	9,9	-2,1	4,4	1,3	82,7	NW	6,3		1022,8	0	2	4	6,4	11,7	
2009-03-30	2009	3	30	11,1	1,1	6,7	2,4	76,3	NW	11,7		1011	0	6,5	4,4	3,5	15,8	
2009-03-29	2009	3	29	11,2	4,1	7,6	4,4	80,1	SSW	13,1	43,2	1002	4,4	6,5	5,5	4,2	13	
2009-03-28	2009	3	28	9,7	3	6,1	4,6	90,7	SSW	11,7	46,8	1000,4	5	6,8	5,1		12,4	
2009-03-27	2009	3	27	5,7	-1,4	3,9	0,7	77	S	13,5		1003,6	0	7,1	5,8	2,4	9,4	
2009-03-26	2009	3	26	2,5	-3,7	-0,5	-6,5	63,3	ESE	10,8		1004,4	0	4,8	3,4	8,1	16,9	
2009-03-25	2009	3	25	5,2	-4,4	-0,9	-2,7	89,9	NW	23	61,2	999,5	4	4,9	5	1,9	14,8	3
2009-03-24	2009	3	24	7,8	1,6	4,6	2,3	87,5	W	24,8	75,6	992,3	10,7	7	7	1,6	13,1	
2009-03-23	2009	3	23	6	1,6	4,5	2,6	86,2	W	28,4	68,4	1008	2,5	7,5	7,5		13,1	
2009-03-22	2009	3	22	8,2	-0,7	3,5	-3,3	62	W	15,8	39,6	1020,9	0,01	4	3	6,6	13	
2009-03-21	2009	3	21	2,8	-1,2	1	-4,5	67,2	NNW	9,5		1031,1	0	6,2	6	1,3	15,5	
2009-03-20	2009	3	20	5,6	-3,7	1,4	-3,4	72,5	N	19,8	50,4	1026,1	0,01	4,4	4,7	4,5	18,1	
2009-03-19	2009	3	19	8,4	-3,7	2,4	-3,7	68,8	NNW	19,4	64,8	1022,1	0	2,2	2,8	10,4	18,1	
2009-03-18	2009	3	18	10,5	1,1	5,1	0,4	73,3	WNW	28,4	72	1021,7	0,1	3	5,8	5,1	15,4	
2009-03-17	2009	3	17	6,1	1,7	3,8	0,9	81,6	W	8,1		1030,3	2,3	7	6,2	2,8	15,8	
2009-03-16	2009	3	16	9,3	3,7	6,2	4,6	90,5	NNW	14,4		1022,8	1,5	7	6,9	0,3	10,3	
2009-03-15	2009	3	15	7,6	0,3	5	3,5	87,5	SSE	9,9		1017,8	0,3	7,4	6,6	2,1	6,6	
2009-03-14	2009	3	14	2,9	-3	0,5	-0,2	95,2	SE	4,5		1018,9	2,5	7,1	6,6		2,3	1
2009-03-13	2009	3	13	4,3	0,2	1,9	-1	81,9	SSW	8,6		1015,2	2,4	7,2	7,2	2	11,5	4
2009-03-12	2009	3	12	6,2	-1,6	2,6	0,7	86,7	WNW	18,5	57,6	1015,4	1,9	7,4	7,1	1,5	13,2	
2009-03-11	2009	3	11	7,3	-3,1	2,3	0,6	91,2	WSW	9,5	50,4	1006,5	4,9	5,6	6	3,5	10,1	
2009-03-10	2009	3	10	7,5	1,4	3,9	1	81,9	W	17,6	46,8	1005,3	0,1	5,2	4,5	3,3	14,6	
2009-03-09	2009	3	9	8,8	2,6	5,7	3	84,4	W	12,6	36	1002	2,6	6,4	5,9	4,2	13,4	
2009-03-08	2009	3	8	4,5	2,3	3,5	2,6	94,4	NW	14,4	36	1006,7	0,01	8	8		6,7	
2009-03-07	2009	3	7	5,1	3,6	4,2	3,8	96,6	NE	9		997,4	0,1	7,5	7,5		2,6	
2009-03-06	2009	3	6	12,6	3,3	6,5	3,9	85,2	E	26,1	61,2	992,1	3,3	7,1	5,4	2,3	9,9	
2009-03-05	2009	3	5	8,3	3,3	6,4	4	83,4	ESE	20,7	39,6	998,9	0	7,4	7,1	0,7	7,6	
2009-03-04	2009	3	4	6	3,4	4,4	2,7	89,3	ESE	9		1013,2	0,01	6,8	6,8	0,6	7,7	
2009-03-03	2009	3	3	5,6	0,8	4,4	3	89,7	S	9,9		1013,9	3,4	7,9	7,8		3,9	
2009-03-02	2009	3	2	5,2	0,7	2,8	-2,5	68,3	ESE	19,8		1015,9	0,01	7	7		12	
2009-03-01	2009	3	1	5,1	-0,5	2,2	-3	69,7	ENE	8,6		1016,4	0	5,5	4,8	7,8	15,5	
2009-02-28	2009	2	28	5,5	1,1	3,5	1,2	85,7	WNW	19,4	50,4	1010,9	0,8	6,6	6,6	2,3	16,2	
2009-02-27	2009	2	27	5,4	2,5	3,8	2,2	89,9	WSW	21,2	54	1007,6	1,4	7,2	7,2	0,2	11,8	
2009-02-26	2009	2	26	2,9	0,2	2	1,4	94,3	WSW	18		1020,5	1,4	8	7,6		4,2	
2009-02-25	2009	2	25	1,8	0,1	0,9	0,5	97,3	WNW	8,6		1024,5	0,01	7,9	7,7		2,7	3
2009-02-24	2009	2	24	2,3	0,2	1	0,6	97,4	NW	12,6		1009,2	5,1	8	7,6		3,5	4
2009-02-23	2009	2	23	2,3	-5,2	-0,2	-0,2	96,3	SW	16,7		1009,5	7,4	7,9	7,8		4,1	7
2009-02-22	2009	2	22	-0,4	-8,3	-4,9	-6,9	84,9	SSW	5,9		1027,8	0,01	6,8	5,8	1,8	3,6	6
2009-02-21	2009	2	21	-2,1	-9,9	-5,3	-6,6	92,2	ENE	5,4		1026	0,01	7,1	7,1		2,3	7
2009-02-20	2009	2	20	-2,4	-8	-3,6	-4,5	91,4	SW	6,8		1021,4	5	7,6	6,9	1,1	4,2	12
2009-02-19	2009	2	19	-0,1	-8,1	-3	-5,6	85	NW	18,5		1022,5	0,3	7	6,5	0	12,5	4
2009-02-18	2009	2	18	-1,9	-6,9	-3,2	-4,6	87,9	NNW	14,9		1020,2	0,6	6,8	6,8	1,3	8,9	4
2009-02-17	2009	2	17	0,6	-7,2	-2,5	-5,8	80,7	NE	7,2		1016,5	0	6,6	6,6	2,1	9	3
2009-02-16	2009	2	16	-1	-2,5	-1,6	-2,4	94,1	W	8,6	39,6	1019,7	1,3	7,8	7,4		4,9	5
2009-02-15	2009	2	15	1,4	-2,4	-0,7	-3,4	83,2	NW	20,3	39,6	1019,5	0,01	6,9	6,5		14,6	3
2009-02-14	2009	2	14	0	-2,7	-1,2	-2,2	92,9	NW	20,3		1013,1	1,6	7,5	6,9		9,5	4
2009-02-13	2009	2	13	-0,3	-1,6	-1	-2,3	91,1	WNW	20,7	39,6	1010,3	0,1	8	8		10	2
2009-02-12	2009	2	12	0,8	-1,1	0	-0,8	95,2	WNW	24,8	54	1001,1	3,4	8	7,6		6,5	2
2009-02-11	2009	2	11	4	-1,5	1,6	-0,6	84,4	SE	15,3		991,9	1,7	7,6	6,9	0,6	8	
2009-02-10	2009	2	10	3,6	-3,2	0	-2,8	80,5	SSE	9,5		1006,4	0	4,5	3,9	4,2	9,1	
2009-02-09	2009	2	9	2,9	-3,5	0,6	-2,1	84,2	WNW	14		1002,3	0	4,8	7,6		9,7	
2009-02-08	2009	2	8	10	-1,6	2,7	1,4	91	S	6,8		989,4	0,01	6,1	3,8	3,8	3,5	
2009-02-07	2009	2	7	1,9	-1,1	0,4	-0,1	96,7	E	8,6		995,5	0	7,2	5,6		1	
2009-02-06	2009	2	6	4,4	-0,2	2,1	0,3	88,8	SE	11,3		1001	0	6,1	8		2,8	
2009-02-05	2009	2	5	1,5	-0,3	0,8	0,1	94	SSE	1,8		1001	0	8	8		1,3	1
2009-02-04	2009	2	4	0,7	-1,9	-0,4	-2,3	86,4	ESE	20,7		1004,2	0,01	7,8	7,8	0,9	5,2	2
2009-02-03	2009	2	3	0,4	-2,2	-0,7	-3,7	80,4	ESE	31,5	50,4	1016,3	0	6,8	6,5		10,5	3
2009-02-02	2009	2	2	-0,1	-2	-1,1	-4	80,6	E	27	46,8	1020,7	0,4	7,4	7,2		9,4	3
2009-02-01	2009	2	1	0,4	-3,2	-1,5	-4,2	82,3	NE	16,7		1020,9	2	8	7,6		10,8	2
2009-01-31	2009	1	31	1,2	-1	0,3	-2,2	82,8	N	9,9		1025,7	0,01	7,6	7,6		9,4	
2009-01-30	2009	1	30	1,5	-1,1	0	-3,7	76,4	N	8,6		1027	0	7,5	7		12,1	
2009-01-29	2009	1	29	3,5	-6,5	0,2	-2,1	82,6	NNE	9,5		1022,7	0	6,1	5,8	3	10,2	
2009-01-28	2009	1	28	1,2	-5	-1,5	-2,8	91,4	NE	7,2		1017,6	0	6,2	5,9		3,1	
2009-01-27	2009	1	27	3,5	-3,1	0,1	-1,2	91,7	E	8,6		1009,8	0	4,5	5,3	1	4	
2009-01-26	2009	1	26	2,5	-2,3	0,7	0,1	94,3	ENE	5		1004,4	0	7,9	7,8	0	1,5	
2009-01-25	2009	1	25	4	-3	2,2	0,1	88,6	SW	9,9		992,9	0	5,4	6		9,5	
2009-01-24	2009	1	24	4,3	-0,3	2,4	1	88,5	SE	21,2		983,1	0,2	7,1	7,1		7	
2009-01-23	2009	1	23	1,1	-1,6	-0,6	-0,8	99,3	SSE	13,1		1004,3	0		8		0,8	
2009-01-22	2009	1	22	2,7	0,5	1,4	1,4	99,6	NNW	9,9		1007,1	2,7	8	7,8		1,1	0
2009-01-21	2009	1	21	3,5	-0,5	2	1,8	99,2	S	7,2		1003,8	6,4	8	7,9		1,9	
2009-01-20	2009	1	20	4,1	1	2,3	1,5	94,1	SSE	13,1		999,8	0,01	5,5	4,1	6,2	12,2	0
2009-01-19	2009	1	19	2,4	-2,1	0,8	1	99,3	S	13,1		1004,1	6,3	7	6,6		3,9	2
2009-01-18	2009	1	18	-1	-6,5	-3,3	-4	92,9	SE	13,1		1018,5	1,2	6,4	6,1	2,1	5,5	2
2009-01-17	2009	1	17	1,7	-10,2	-3,7	-5,1	93,7	E	5,9		1027,9	0	3,4	3,6	0,8	8,9	1
2009-01-16	2009	1	16	1,1	-3,5	-0,5	-0,4	98,7	NW	10,4		1022,9	1,5	7,6	7,6		2,8	1
2009-01-15	2009	1	15	-3	-9,4	-4,6	-6,1	86,2	SW	4,1		1015,8	0,01	7	6,6		3,1	1
2009-01-14	2009	1	14	0,4	-10,9	-4,6	-9,1	74	S	8,6		1017	0	1,6	1,2	6,9	7,5	1
2009-01-13	2009	1	13	-0,9	-7,5	-5	-9,9	68,2	SSW	15,8		1023,4	0	0		6,8	7,8	1
2009-01-12	2009	1	12	-0,2	-7,2	-3,8	-6	88,1	SSW	9,5		1030,9	0	0,9	0,5	6,4	4,9	2
2009-01-11	2009	1	11	0,1	-1,8	-0,8	-0,8	99,3	SSW	5,9		1031,8	0,01	8	7,2		1,8	2
2009-01-10	2009	1	10	-1,7	-6,2	-3	-4,3	89,2	WSW	11,7		1028,3	0,01	7,8	7,8		6,3	3
2009-01-09	2009	1	9	-5,8	-12,2	-7,4	-8	92,7	SW	15,3		1029,8	0	4,4	4,8	2	5,6	3
2009-01-08	2009	1	8	-4	-17	-9,3	-9,3	96	W	13,1		1019	0,2	4,8	6,3		7	3
2009-01-07	2009	1	7	-13,5	-18,5	-15,5	-16,9	88,5	SW	9		1023,2	0,01	2,8	3,2		2,9	2
2009-01-06	2009	1	6	-6,8	-17,2	-11,4	-16,4	71,7	ENE	7,2		1025,8	0	0,5		6	8,4	2
2009-01-05	2009	1	5	2,2	-8,1	-2,7	-6,3	79,7	E	12,6		1013,5	0,01	6,9	6,8	0,6	10,2	2
2009-01-04	2009	1	4	-0,3	-8,3	-3,4	-3,8	92,8	WSW	19,4	43,2	1015,4	0,3	6,9	6,6	2,6	8,5	3
2009-01-03	2009	1	3	-2,8	-9	-6,8	-7,1	98,1	WNW	6,3		1025,8	0,01	1,9	3,2		7	0
2009-01-02	2009	1	2	-1,1	-8,7	-4,4	-4,4	98,3	WNW	11,3		1024,6	0,01	6,9	6,6		2,5	0
2009-01-01	2009	1	1	1	-8,9	-5,2	-7,6	85,6	WSW	5,4		1024,7	0	0		4,3	3,8	
2008-12-31	2008	12	31	-1,1	-7,4	-4,3	-6,3	86,4	ESE	9		1035,6	0	1	0	3,9	3,3	0
2008-12-30	2008	12	30	-2,8	-7,1	-4,1	-5,3	91,7	ESE	10,4		1041,2	0	3,6	5,4	0,9	5,1	0
2008-12-29	2008	12	29	-2,1	-6,5	-3,3	-4,7	90,6	ESE	6,3		1038,9	0	5,9	6,7		4,6	0
2008-12-28	2008	12	28	-1,6	-7,7	-3,9	-5,5	89,9	NNE	1,4		1039,2	0	5,2	6	0,3	5,2	0
2008-12-27	2008	12	27	-1,5	-4,3	-2,7	-4,7	85,3	NE	7,2		1042,4	0	7,4	7,4		10,6	0
2008-12-26	2008	12	26	0	-7,1	-3,3	-5,2	87	NE	10,8		1041	0	4,1	6,6	1,1	10,1	0
2008-12-25	2008	12	25	1,9	-3,8	-0,1	-0,7	97,4	ENE	9,5		1026,6	3,2	6,5	6,4		4,2	0
2008-12-24	2008	12	24	7,1	-2,3	1,1	-2,1	80,5	NW	15,8		1028,2	0	2,6	3	3,7	15,8	0
2008-12-23	2008	12	23	8,5	2,2	6,2	2,5	79,5	WNW	30,6	72	1018,5	4,2	6	6,9	1	17,5	0
2008-12-22	2008	12	22	7,7	3	5,2	3,3	86,6	W	21,6	54	1021	0,6	6,5	6,2	3,4	14,4	0
2008-12-21	2008	12	21	5,9	2,1	4,5	2,6	87,1	W	26,1	61,2	1012,7	1,8	7,1	7,1		14,5	0
2008-12-20	2008	12	20	5,1	2,3	3,5	2,2	91,5	WNW	17,1	46,8	1015,3	0,4	7,4	6,9		11,1	0
2008-12-19	2008	12	19	4,8	1,6	3,1	2,7	97,9	WNW	10,4		1016,9	0	8	8		3,4	0
2008-12-18	2008	12	18	5,6	3,5	4,6	3,9	95,7	NNE	7,2		1011,7	0,4	7,8	7,5		2,9	0
2008-12-17	2008	12	17	4,7	0,9	3,2	2,6	93,9	ESE	9,9		1014,9	0	8	8		4	0
2008-12-16	2008	12	16	2,4	-1,4	0,7	-0,3	93,2	ESE	16,7		1019,9	0	4,6	3,8		6,8	0
2008-12-15	2008	12	15	2,4	-0,8	0,7	-1,3	85,9	ESE	28,4		1017,3	0	3,2	3,3	6,3	9,8	0
2008-12-14	2008	12	14	3,7	-0,8	1,1	-0,3	91,6	ESE	23,9		1014,3	0	4,6	4,1	0,6	7,2	0
2008-12-13	2008	12	13	4,4	0,8	2,4	2,1	98,4	NW	5,9		1018,7	3	7,4	6,8		3,6	0
2008-12-12	2008	12	12	4,4	1,4	3,2	3,2	98,8	E	8,1		1012,2	9,5	8	7,5		4,5	0
2008-12-11	2008	12	11	3	0,5	1,5	0,4	92,4	SE	7,2		1013,5	0,4	7,2	6,5		4,5	0
2008-12-10	2008	12	10	3,2	-0,6	0,9	-1,1	86,5	SSW	9		1013,1	0	6	3,5	5	8,1	0
2008-12-09	2008	12	9	4,6	0,5	2,6	2,3	97,6	SW	9,5		1019,9	0,01	7,4	7,2		4,6	0
2008-12-08	2008	12	8	5,3	1,2	3,3	2,7	97,1	WNW	13,5		1020,4	0,9	7,2	6,9	0,1	8,4	0
2008-12-07	2008	12	7	4,2	-0,1	2,9	3	98,7	W	7,2		1007,4	0,01	7,6	7,2		2,4	0
2008-12-06	2008	12	6	4,9	-1,3	2,4	1,9	95,2	SSE	6,8		997,5	0,01	6,9	5		6,8	0
2008-12-05	2008	12	5	4,2	-0,6	2	0	87,1	SE	12,6		997,8	0	4,5	0,9	4,4	8,3	0
2008-12-04	2008	12	4	5,5	0,6	3,2	-1	74,3	SSW	15,3		1002,8	0,01	4,8	5	7	14	0
2008-12-03	2008	12	3	6,3	1,1	3,8	0,6	80,6	SW	17,6	54	1005,9	0,01	4,6	4,6		11,1	0
2008-12-02	2008	12	2	9,5	-1,7	6	4,2	86,9	SSE	20,7	50,4	997,5	1,5	6,9	6,4		11,8	0
2008-12-01	2008	12	1	5,7	-4,1	2,4	1,3	93,8	SE	8,6		1002,8	0,01	3,2	5,5	0,1	2,6	0
2008-11-30	2008	11	30	3,7	0,2	2,7	1	87,7	SE	11,3		1000,3	1,5	7,5	6,9		5,6	
2008-11-29	2008	11	29	4,2	0,6	2,4	-2,7	70,2	SE	18		1006,4	0	3,4	2,2	4,7	10,2	
2008-11-28	2008	11	28	6	2,6	4,6	2,6	87,6	SW	14,4		1016,5	0,01	7,1	7,1		7,6	
2008-11-27	2008	11	27	4,9	0,5	2,7	1,5	89,5	WSW	19,8		1017	0,2	7,6	6,5	2,6	6,6	
2008-11-26	2008	11	26	0,5	-2,3	-0,4	-1,3	92,2	W	13,5		1010,8	0,8	7,5	6,5		7,2	2
2008-11-25	2008	11	25	0,6	-3,5	-1,5	-3,3	88,3	SW	10,8		996,4	0,3	5,6	4,4	0,5	7,1	1
2008-11-24	2008	11	24	1,5	-1,7	-0,3	-2,9	82,1	W	17,1		993	0,01	4,9	4,8	4,4	15,6	
2008-11-23	2008	11	23	1,4	-2,7	-0,9	-3,4	83,9	WNW	25,7	50,4	991,3	0,3	6,2	6,2	2,3	16,6	0
2008-11-22	2008	11	22	3,9	-1,5	1,1	-2	81,4	W	17,1		990,5	0	5,2	4,2	1,5	15,9	
2008-11-21	2008	11	21	8,6	2,3	5,8	2,5	81,4	W	27,5	86,5	994,5	6,9	4,6	4,4	0,3	13,9	
2008-11-20	2008	11	20	7,9	2,3	6,2	4,7	88,5	W	27	54	1002,9	5,9	7,6	6,8	3,1	9,4	
2008-11-19	2008	11	19	5,4	-1,6	2,7	-1	75,6	SW	18,9		1008,4	1,1	6	5,4	2	12,5	
2008-11-18	2008	11	18	6,4	-2,7	1,7	-1,9	80,2	W	12,2		1024,9	0	2,4	1,5	7,7	15,6	
2008-11-17	2008	11	17	10,8	4,1	7,1	3,5	80	WNW	23,4	57,6	1018,1	4,1	6,1	6,1	0,8	16,2	
2008-11-16	2008	11	16	10,4	7,9	9,3	7,5	87,8	WSW	20,3		1020,3	0,01	7,8	7,4		8,2	
2008-11-15	2008	11	15	8,1	1,8	6,5	4,6	86	SW	17,1		1023,1	0,01	8	7	1	7,1	
2008-11-14	2008	11	14	8,4	-1,2	3,8	2,5	92,1	WSW	5,9		1025,9	0	4,8	2	3,2	3,7	
2008-11-13	2008	11	13	10,1	2,9	6,9	4,5	86,6	SSW	6,8		1019,5	0	4,6	3,4	0,9	8	
2008-11-12	2008	11	12	14,3	6,9	10,5	4,9	70	SSW	15,8		1014,9	0	6,2	3,1	5,2	13,2	
2008-11-11	2008	11	11	15,9	9	11,9	6,5	69,7	SSW	18,9		1018,8	0	5	1,6	4,6	18,8	
2008-11-10	2008	11	10	14,3	6,8	10,8	7,1	77,1	S	14,9		1022,2	0,1	4,8	4,3	7,3	13,4	
2008-11-09	2008	11	9	13,2	6,6	9,9	8,6	92	S	7,7		1022,5	0,5	6,5	6,4		3,4	
2008-11-08	2008	11	8	10,2	6,9	8,3	7,4	93,8	ESE	14,9		1019,4	0,01	7,8	7,2		4,5	
2008-11-07	2008	11	7	11,3	7,3	9,6	8,7	95,7	ESE	25,7		1019,7	0,01	8	8		3	
2008-11-06	2008	11	6	12,3	8,6	11	10,3	94,5	E	20,7		1018,2	0	7,9	7,9		3,6	
2008-11-05	2008	11	5	11,2	8,9	10,2	9,8	97,8	ENE	9,9		1020,9	0		8		1	
2008-11-04	2008	11	4	9,6	6,2	8,1	8,1	98	ESE	18		1019,9	0,01	8	8		1,2	
2008-11-03	2008	11	3	6,8	4,1	6	5,9	97,8	ENE	13,1		1022,3	0,01	8	8		0,8	
2008-11-02	2008	11	2	12,3	2,9	6,7	5	88,8	NE	8,6		1013,4	0	3,9	0,3	6,1	3,7	
2008-11-01	2008	11	1	8,3	1,7	4,4	1,2	80,6	ENE	9		1013,3	0	2,5	2,8	4,9	10,6	
2008-10-31	2008	10	31	11,2	3,6	6	3,4	84,2	SW	17,6	50,4	998,1	2,7	6,6	6,4	0,2	12,1	0
2008-10-30	2008	10	30	7,1	4,4	5,3	4,7	94,7	NNE	14,4		1002,8	17,9	7,9	7,8		5,7	0
2008-10-29	2008	10	29	8,8	5,4	6,9	5,5	91,5	NE	6,8		1010,6	7,4	8	7,4		7,1	0
2008-10-28	2008	10	28	9,5	6,4	8,6	7,5	93,3	SW	11,3		1007,2	5,4	7,4	7,4		5,2	0
2008-10-27	2008	10	27	13,6	2,4	9,1	4,2	70,5	SSW	15,8		1015,9	0,9	6,6	4,2	7,7	9,9	0
2008-10-26	2008	10	26	11,6	-1,6	5,2	3,3	86,2	S	4,5		1030,8	0	2,9	2,4	6,3	3,4	0
2008-10-25	2008	10	25	10,7	-2,2	4,9	1,4	80,9	SSE	7,7		1029	0	1,9	1,2	8,8	7,5	0
2008-10-24	2008	10	24	10,2	0,5	5,8	3,7	88,8	SW	5,9		1029,8	0	2,2	3	3,3	3,7	0
2008-10-23	2008	10	23	10,7	6,3	8,1	6,6	91,4	NW	9,9		1024,2	8	7,9	7,8		10,1	0
2008-10-22	2008	10	22	21,1	9,5	14,6	9,8	74,4	SW	13,1		1013,1	0,01	4,9	4,3	8	15,5	0
2008-10-21	2008	10	21	14,9	6	10,8	5,7	69,7	SSW	13,1		1015,7	0	2,5	0,9	8,6	11,2	0
2008-10-20	2008	10	20	11,8	5,1	8,9	6,2	82,4	WSW	13,5		1020,6	0,01	5,6	3,1		9,6	0
2008-10-19	2008	10	19	11,7	4,9	8,1	4,6	79,5	SW	13,1		1018,7	0	4,4	3,9	1,5	11,9	0
2008-10-18	2008	10	18	9,9	5,8	7,4	5,4	87,1	W	17,1	50,4	1014	5,8	5,6	6,4	2,5	11,6	0
2008-10-17	2008	10	17	15,5	6,9	11	7,9	83,9	WSW	18		1005,5	3,1	7,4	6,2		11,9	0
2008-10-16	2008	10	16	15,4	10,7	13,4	10,8	83,2	SW	10,4		1012,2	0,8	7,1	5,9		7,8	0
2008-10-15	2008	10	15	15,5	7,8	12,1	11,1	93,8	WSW	5,9		1017,6	1	6,2	6,7		2	0
2008-10-14	2008	10	14	18,7	8,1	12,5	10,1	84	SSW	9,9		1018,2	1,1	4,8	4	5,1	7,4	0
2008-10-13	2008	10	13	17,1	6,6	12,2	10	86,4	W	9		1024,5	0	6,1	4,7	3,2	4,8	0
2008-10-12	2008	10	12	19,4	7,5	12,4	8,7	79,8	WSW	7,7		1027,8	0	1,5	0	8,1	8,7	0
2008-10-11	2008	10	11	15,8	7,2	11	7,6	80,2	WSW	8,1		1032,3	0	4,5	3,1	6,5	12,9	0
2008-10-10	2008	10	10	13,5	6	10,2	9,3	93,3	WNW	8,6		1030,7	0,01	6,8	5,6	2,2	3,3	0
2008-10-09	2008	10	9	14,9	5,5	10	8,1	88,5	SE	9,5		1022,4	0	4,9	7	2	4,1	0
2008-10-08	2008	10	8	15,7	3,6	9	5	79	ENE	7,7		1019,9	0	3,2	3,3	5,6	11,9	0
2008-10-07	2008	10	7	12,8	7,7	11,2	9,7	90,9	NNW	6,3		1016,1	0,3	8	7,9		6,9	0
2008-10-06	2008	10	6	15	4,2	11,6	4,6	61,7	SSW	13,5		1009,1	0,8	5,5	4,4	9,5	14	0
2008-10-05	2008	10	5	13,8	3,4	7,7	3,2	74,8	WSW	12,2		1014	0	3,6	3,3	5	13,4	0
2008-10-04	2008	10	4	12,4	1,2	7,7	3,5	76,9	SW	6,8		1009,6	0	5,8	4,9	3,5	12,1	0
2008-10-03	2008	10	3	15,4	6,1	10,3	4,7	70,1	SW	18,5	57,6	1003,6	0,01	2,6	4,2	9,2	18,1	0
2008-10-02	2008	10	2	16,5	8,5	12	8	77,2	SW	23,4	61,2	997	3,2	5,2	5,6	1,1	19,4	0
2008-10-01	2008	10	1	14,2	8,8	11,4	7,1	75,4	SW	18,9		1002,7	1,5	7,5	6,9	2,5	11,1	0
2008-09-30	2008	9	30	15,2	8,4	10,9	7	77,5	WSW	10,8		1012	0,6	6,6	4,6	3,5	12,4	0
2008-09-29	2008	9	29	18,2	6,6	11,7	6,7	74,6	WSW	11,3		1018,8	0	2,9	2,8	6,8	11	0
2008-09-28	2008	9	28	17,3	7,1	11,9	9	82,2	W	9,5		1027,5	0	4,1	4	7	10,9	0
2008-09-27	2008	9	27	16,3	6	10,3	7,7	84,7	NNW	8,1		1033,7	0	4,5	3,3	8,6	7,5	0
2008-09-26	2008	9	26	16,6	5,5	10,9	5,7	73,6	NE	12,6		1032,1	0	2,2	3	7,9	11,1	0
2008-09-25	2008	9	25	16,2	7,4	12,1	7,9	76,8	NE	15,3		1025,3	0,01	5,1	5,7	5,2	13,6	0
2008-09-24	2008	9	24	12,5	9,5	11,2	9,4	88,9	ENE	11,3		1018,4	1,8	7,6	7,5		9,8	0
2008-09-23	2008	9	23	14,3	9,6	11,7	9,2	84,1	NW	9,9		1015,7	6	7,4	5,8	3,6	11	0
