data	yy	mm	dd	tmax	tmin	tavg	tdavg	rhavg	wd	ws	gust	slp	prec	totcl	lowcl	sun	vis	snow
2011-02-01	2011	2	1	-3	-5,4	-4,2	-4,5	98,1	WSW	9,9		1026	0	8	8		3,6	1
2011-01-31	2011	1	31	-0,6	-6,5	-3,1	-3,5	96,4	W	3,6		1024,3	0,01	7,2	4,2	4,7	1,6	1
2011-01-30	2011	1	30	-3,4	-5,7	-4,5	-4,9	97,1	SW	9		1022,6	0,01	8	7,9		2,6	1
2011-01-29	2011	1	29	-2,1	-5,1	-3,3	-3,9	96,1	SE	6,3		1029	0,01	7,6	7,4		2,9	1
2011-01-28	2011	1	28	-0,7	-3,4	-1,9	-2,7	95,1	NE	9,5		1024,4	0,1	7,9	7,8		5,9	1
2011-01-27	2011	1	27	1,5	-1,3	0,1	-0,2	98,7	N	7,7		1011,5	1,7	7,9	7,4		5	1
2011-01-26	2011	1	26	1,7	0,2	0,9	0,8	99,2	SSW	8,6		1004,1	1,1	8	7,6		3	
2011-01-25	2011	1	25	0,4	-6,7	-1,5	-3,3	85,9	SSW	10,8		1016,7	0,2	6,4	4,6	2,2	7,8	1
2011-01-24	2011	1	24	1	-6,1	-1,9	-3,9	88,7	NNW	8,1		1021,7	0,01	5,9	5,6	1	9,6	
2011-01-23	2011	1	23	0,7	-1,6	-0,5	-2,1	88,6	W	18		1026	0,01	7,2	7	2,7	11	0
2011-01-22	2011	1	22	-0,6	-1,6	-1	-2	93,3	WNW	10,4		1030,9	0,01	7,9	7,5		11,4	0
2011-01-21	2011	1	21	1,2	-1,1	-0,1	-2,2	87	NNW	10,8		1027,3	0,01	7,8	7,4		14,4	
2011-01-20	2011	1	20	2,4	0,3	1,3	0,7	97,2	NW	9		1023,4	2,2	8	7,6		8,8	
2011-01-19	2011	1	19	6,7	1,6	3,8	3	94,2	W	8,1		1022,1	0,9	7,2	7,2		10,2	
2011-01-18	2011	1	18	8,6	1	4,1	2,6	90,9	SSW	5,9		1022,6	0	3,2	3	3,8	6,8	
2011-01-17	2011	1	17	8	4,2	5,8	4,6	92,1	SW	9,5		1024,5	0,01	6,6	6,4	1,2	12,1	
2011-01-16	2011	1	16	8,1	3,2	5,9	4,6	93,2	W	14,9	50,4	1021,1	2,6	6,6	7,6		10,1	
2011-01-15	2011	1	15	8,7	4,2	7,5	7,6	98,7	WSW	17,1		1009,2	7,6	8	7,6		4,5	0
2011-01-14	2011	1	14	4,2	1,5	2,5	2,7	99,9	SSW	4,1		1009,4	2,5		7,5		1,1	
2011-01-13	2011	1	13	3,5	1,3	2,2	0,3	87,8	WSW	14,4	50,4	1011,7	1,4	7,6	7,1	1,7	10,3	0
2011-01-12	2011	1	12	1,9	-0,5	0,9	0,8	97,8	SSE	13,5		1011,8	0,01	7,8	7,8		3,5	0
2011-01-11	2011	1	11	3,4	-5,2	-1	-2,2	91,8	SE	8,6		1023,3	0	3	3,3	5,6	6,9	0
2011-01-10	2011	1	10	7,9	-0,2	4,1	2,1	89,1	SW	9,5		1014,7	0,01	7,1	6,5	0,5	10,5	4
2011-01-09	2011	1	9	5,5	3,2	4,4	3,4	92,4	S	12,2		1010,5	0	5,9	3,5		7,9	5
2011-01-08	2011	1	8	4,5	1,9	3	2	93,7	SSE	9,9		1012,2	1,6	7,6	7,6	0,3	6,5	9
2011-01-07	2011	1	7	3,5	-6,6	-0,3	-1,9	84,9	S	17,6	36	1004,9	1,6	7,9	7,2		8,1	15
2011-01-06	2011	1	6	-3,8	-11,1	-6	-7,5	87,3	SSE	9		1015,4	0	4,8	3,6		5,5	18
2011-01-05	2011	1	5	-1,8	-10,4	-4,2	-5,5	92,8	SSW	7,7		1019,8	0,01	5,2	6,7		4,6	18
2011-01-04	2011	1	4	-3,8	-5,7	-4,6	-5,5	93,6	W	11,3		1020,2	0,01	7,4	7,2		8,7	19
2011-01-03	2011	1	3	-1	-4,4	-2,2	-3,8	90,4	W	13,1		1016,1	0	6,5	6,5	1,3	15,1	19
2011-01-02	2011	1	2	1,9	-1,6	0,5	-1,1	90	W	26,1	57,6	1008,7	0,7	6,2	5,9		13,1	22
2011-01-01	2011	1	1	0,8	-0,1	0,4	-0,7	92,5	WSW	28,8	61,2	1010,7	0,4	8	8		9,3	22
2010-12-31	2010	12	31	-3,1	-12	-8,5	-8,8	95,4	WSW	16,2	39,6	1021,4	0,01	8	7,4		4,2	23
2010-12-30	2010	12	30	-6,9	-13,9	-9	-9,2	95,1	W	12,2		1026,4	0,2	8	7,6		4,2	24
2010-12-29	2010	12	29	-8,2	-18,2	-12,9	-14,4	91,2	NNE	5,9		1027,8	0,01	4	5,2	3	1,5	24
2010-12-28	2010	12	28	-5	-8,9	-6,2	-6,7	95,5	ESE	10,8		1021,2	4,6	7,9	6,8		2,2	25
2010-12-27	2010	12	27	-6,5	-15,9	-9,8	-11	92,6	WSW	8,6		1023	0,01	5,8	6,3		7,8	20
2010-12-26	2010	12	26	-1,3	-6,5	-3,6	-4,7	95,2	WNW	18		1014,1	1,9	7,8	7,8		9,1	20
2010-12-25	2010	12	25	0,3	-1,5	-0,6	-0,8	99,3	NNW	13,1		1001,2	6,5	8	7,5		5,1	17
2010-12-24	2010	12	24	1,3	0,3	0,8	0,8	100	E	9,5		1000,5	0		8		0,8	20
2010-12-23	2010	12	23	0,5	-4,3	-1,1	-1	98	E	17,1		1008,1	0,01	8	8		1,5	20
2010-12-22	2010	12	22	-4,3	-9,3	-6,1	-6	98,3	E	8,6		1011	0,01	7,5	5,5		1,7	25
2010-12-21	2010	12	21	1,2	-9,5	-5	-6,4	94,1	WSW	18,9	72	1006,3	2	7,2	7		5,3	27
2010-12-20	2010	12	20	-0,6	-12,3	-6,4	-6,3	95,9	SSE	9	36	998,5	5,5	7	6,1	0	2,3	28
2010-12-19	2010	12	19	-8,1	-10,2	-9,2	-10,2	92,2	SW	3,6		1004,3	0,2	7,4	7		1,9	20
2010-12-18	2010	12	18	-7	-11,2	-9,2	-11	86,3	ESE	14,4		999,6	0,01	7,5	5,4	0,4	5,3	20
2010-12-17	2010	12	17	-8,9	-11,4	-10,1	-11,9	87,9	SSE	13,1	28,8	1004,5	0,01	5,5	3,8	0,4	5,6	20
2010-12-16	2010	12	16	-8,7	-11,3	-9,5	-10,1	94	NW	7,7		1020,7	0,01	8	7,9		2,8	20
2010-12-15	2010	12	15	-0,9	-10,9	-4,3	-5,1	96,2	N	19,8	43,2	1015,1	4,6	7,8	7,1		4,6	27
2010-12-14	2010	12	14	-2,2	-6	-3,7	-5,1	90,3	NW	15,3	39,6	1015,7	0,9	7,1	6,5	2,1	10,3	13
2010-12-13	2010	12	13	1,3	-4,2	-0,4	-2,6	86,5	NNW	28,8	57,6	1008,4	0,6	7,2	6,5		13,6	11
2010-12-12	2010	12	12	3	-0,7	1,6	1,5	98,5	W	25,2	50,4	999,1	10,1	8	7,5		6	15
2010-12-11	2010	12	11	-0,7	-7,6	-3,8	-4,5	93,4	WSW	18,9	43,2	1017,3	1,5	6,2	7,1		10,5	20
2010-12-10	2010	12	10	-0,1	-4,4	-1,9	-3,1	93	WNW	20,7	46,8	1010,7	1,5	7,6	7,5		12,5	19
2010-12-09	2010	12	9	-0,4	-3,5	-1,8	-1,9	98,7	NNE	16,2		1003,1	5,4	8	7,6		2,8	18
2010-12-08	2010	12	8	-1,2	-4,5	-2,3	-3	93,6	ENE	13,1		1008,2	0,6	7,1	6,2		4,6	17
2010-12-07	2010	12	7	0,5	-9,2	-2,9	-3,7	96	SSW	5,4		1005,2	0	6,9	6,6		2,7	17
2010-12-06	2010	12	6	0,2	-10,9	-3	-4,6	84,9	SSW	17,6	43,2	1004,2	1,8	7,5	6,4	0,2	6,4	20
2010-12-05	2010	12	5	-6,1	-11,4	-9	-10,6	90	S	12,2		1019,3	0	1,8	3,3	4,8	4,3	24
2010-12-04	2010	12	4	-6,5	-11,6	-8,5	-9,9	88,6	WSW	9,5		1013,5	0,01	5,9	5,1	5,4	5,1	24
2010-12-03	2010	12	3	-8,5	-14,4	-11,1	-12,9	86,6	S	11,3	46,8	1010,2	1,7	5,8	4		6,8	25
2010-12-02	2010	12	2	-9,5	-13	-11,3	-13,3	84,1	ENE	32,4	68,4	1013,2	8,5	7,8	5,5		7,5	23
2010-12-01	2010	12	1	-6,8	-13,6	-9,8	-12,6	82,5	ENE	13,1	43,2	1021	0,01	5,6	3,8		13,1	8
2010-11-30	2010	11	30	-2	-8,5	-4,8	-6,6	90,8	NNE	21,6	57,6	1009,6	2	7,4	5,4		6,9	8
2010-11-29	2010	11	29	-1,3	-5,4	-2,3	-3,5	90,5	ENE	20,7	46,8	1010,8	0	6,1	4,8	3,7	6,9	4
2010-11-28	2010	11	28	-1,4	-4,5	-2,7	-3,2	97,7	WNW	6,8		1009,6	2,5	7,9	7,8		5,4	4
2010-11-27	2010	11	27	1,2	-2,7	0	-0,2	98	E	8,1		1003,5	2,6	8	7,8		2,1	1
2010-11-26	2010	11	26	1,4	-4,3	-1,3	-3	89,5	WSW	9,5	39,6	1003,6	0,01	3,9	4	3,5	10,4	
2010-11-25	2010	11	25	2,4	-1	0,4	-0,7	93,9	W	23	43,2	999,4	1,8	8	7,9		11,4	0
2010-11-24	2010	11	24	5,2	1,7	3,2	1,6	91,1	WSW	22,1	50,4	993,1	1,5	7,6	7,1		16,2	
2010-11-23	2010	11	23	6,8	5,2	6,4	5,7	96	ESE	18,5	46,8	995,1	8,5	8	7,8		4,5	
2010-11-22	2010	11	22	5,7	3,2	4,7	4	94,7	E	16,7		1011,7	0,2	6,9	6,2	2,4	9,4	
2010-11-21	2010	11	21	6,4	3,9	4,9	4,3	95,8	SE	3,2		1017,7	0,01	7,2	6,6		2,7	
2010-11-20	2010	11	20	7,4	2,1	5,1	3,8	92,1	SW	5		1017,8	0,01	6,9	6,2	1,3	5,3	
2010-11-19	2010	11	19	7,5	5,9	6,8	6,4	96,9	SE	11,7		1011,3	7	7,9	7,9		5,2	
2010-11-18	2010	11	18	6,1	4,3	5,5	5,5	99,3	NE	12,2		1012,3	0,8	8	7,8		2,5	
2010-11-17	2010	11	17	6,9	4,2	5,6	4,5	93,6	NE	23	50,4	1018,6	10,1	8	7,2		9,7	
2010-11-16	2010	11	16	12,6	6,4	9,1	6,1	83	NNE	14		1015,5	0,1	7,6	6,2		17,8	
2010-11-15	2010	11	15	16,9	9,2	12,5	8,8	78,1	SSW	11,7		1005,6	0	4,5	1,2	7,1	19,4	
2010-11-14	2010	11	14	11,8	8,1	10,3	9,7	95	SW	11,3		999,4	8,3	7,8	7,6		11,9	
2010-11-13	2010	11	13	10,8	6,8	8,7	5,5	80,8	SW	20,3	68,4	992,4	0,7	6	5,7	0,7	17,5	
2010-11-12	2010	11	12	7,2	3,2	4,8	3,2	88,9	SSW	18	50,4	999,4	5,4	7	7		11	
2010-11-11	2010	11	11	6,1	3,6	4,5	4,5	99,1	SSW	9		996,4	0,1	7,9	6,2		3,6	
2010-11-10	2010	11	10	4,4	0,8	2,7	2,2	96,1	SSE	9		986,7	1,7	5,1	5,3	0,2	4,1	
2010-11-09	2010	11	9	3,9	2	3,5	3	97,6	N	6,8		984,8	10,8	7,9	7,4		4,4	
2010-11-08	2010	11	8	5,5	0,6	3,4	3,1	96,4	ENE	12,2		1001,7	2,5	8	6,9		6,8	
2010-11-07	2010	11	7	8,9	-0,6	5,7	4,5	95,5	W	12,2	39,6	1008,6	2,9	5,6	5,8		10,6	
2010-11-06	2010	11	6	14,5	8,1	12,1	9,9	89,1	WSW	18,9	64,8	1012,5	10,6	7,9	6,1		14,6	
2010-11-05	2010	11	5	15,4	7,6	12,8	11,6	89,2	WSW	24,8	57,6	1012	15,4	7,5	7,2		10,2	
2010-11-04	2010	11	4	12,4	5,9	9,9	7,4	83,9	SW	18	39,6	1012,6	4,8	7,1	7,1	0,1	12	
2010-11-03	2010	11	3	8,5	4,7	6,9	5,9	92,5	SW	11,3		1014,1	0,01	6,9	6,4		3,5	
2010-11-02	2010	11	2	14,5	2,6	7,3	5,6	89	S	4,1		1010,8	0	5,5	3,2	3,2	5,3	
2010-11-01	2010	11	1	11,5	1	5,8	3,9	87,3	ESE	6,8		1008,9	0	3,2	0,2	4,7	6	
2010-10-31	2010	10	31	14,1	1	7	0,6	67,8	SSE	8,6		1009,7	0	1,1	0	9	11,4	0
2010-10-30	2010	10	30	12,6	2,7	7,6	3,8	77,9	SSE	10,4		1014,8	0	3,9	0,7	3	10	0
2010-10-29	2010	10	29	12,1	5,4	7,9	2,9	72,6	SW	10,4	39,6	1019,1	0	6,4	4,5	1,5	12,2	0
2010-10-28	2010	10	28	8,2	-3,7	5,4	0,9	69,3	SSW	12,2		1024,2	0,01	6,9	4,1	5,7	13,1	0
2010-10-27	2010	10	27	7,2	-4,7	1,1	-0,3	93	WNW	9,5	50,4	1026,9	1,9	2,8	4,8	3,9	8,4	0
2010-10-26	2010	10	26	7,7	0,9	4,3	1	81,6	W	13,5		1019,5	0,01	4,4	2,9	1,2	15	0
2010-10-25	2010	10	25	12,1	5,6	8,9	3,1	68,7	SW	20,3	54	1008,2	0	6,4	5,8	3,7	19,4	0
2010-10-24	2010	10	24	10,3	2	7,5	2,7	69,7	SSW	14		1008,6	0,01	4,9	0,9	9,3	13,5	0
2010-10-23	2010	10	23	7,5	1,4	5,8	2,5	79,9	SW	18	50,4	1017,5	0,01	4,9	6,3	1,9	16,4	0
2010-10-22	2010	10	22	6,8	2,8	4,2	1,4	82,4	WSW	25,2	57,6	1016,6	2,2	5,5	3,8	3,2	14,2	0
2010-10-21	2010	10	21	8,1	1,2	5,6	3,8	89,4	WSW	20,3	61,2	1005,4	1,8	6,9	5,4		11,9	0
2010-10-20	2010	10	20	8	0,7	5,7	3,8	85,2	SSW	10,8		1004,5	0,3	7,6	5,5	0,4	7,9	0
2010-10-19	2010	10	19	8,7	-3,4	2,1	-1,3	79,6	SE	4,5		1018,2	0	1,9	2	7,7	7,8	0
2010-10-18	2010	10	18	9,6	-4,1	2,5	-2,2	75,9	E	7,2		1023,8	0	0,8	1	9,8	13,4	0
2010-10-17	2010	10	17	8,8	2	6,2	1	71,4	E	17,1	43,2	1017,6	0,5	6,9	6,5		11,1	0
2010-10-16	2010	10	16	10,1	4,7	7,2	2,9	75,1	E	8,6		1011,1	0	6,2	5,4	3,3	13,5	0
2010-10-15	2010	10	15	8,3	1,6	6,4	5,5	91,2	WSW	14,4		1011,2	0,8	7	6,6	2,7	7,4	0
2010-10-14	2010	10	14	10,3	-0,3	4,8	3,3	89,7	SSW	7,7		1018,1	0	6,5	1,5	8,1	4,5	0
2010-10-13	2010	10	13	11,2	-1,9	3,9	2,5	90,5	WNW	3,6		1019	0	2,2	3,2	6,3	5,2	0
2010-10-12	2010	10	12	10,5	-3,7	3,2	1,8	92,4	NE	5		1019,5	0	3,4	6,8	1,1	4,4	0
2010-10-11	2010	10	11	13,9	-1,2	5,6	2,1	80,5	NE	4,1		1019,3	0	2,1	1,8	9,2	8,2	0
2010-10-10	2010	10	10	12,8	-0,9	6,3	2,1	78,5	E	9		1025,8	0	1	0	8,7	9,9	0
2010-10-09	2010	10	9	13	2,9	7,3	2,1	69,8	ESE	17,1		1030,5	0	3,9	0,2	8	10,1	0
2010-10-08	2010	10	8	13,5	2,6	8,1	3,5	74,2	ESE	20,7	39,6	1029,4	0	3,4	1,4	6,6	9,8	0
2010-10-07	2010	10	7	15,4	4,4	9,6	5,3	75,4	ESE	23	39,6	1023,6	0	2,1	1,4	7,2	14,4	0
2010-10-06	2010	10	6	14,6	6,2	10,5	5,2	69,7	ESE	24,3	43,2	1017,2	0	6	5,2	6	15	0
2010-10-05	2010	10	5	15,8	5,9	10,9	4,9	67,1	ESE	25,2	54	1015,6	0	1,1	0,2	9,5	18,8	0
2010-10-04	2010	10	4	15	5,4	10	6,2	76,8	ESE	21,2		1019,6	0	0,6	0	9,8	13,8	0
2010-10-03	2010	10	3	13,1	5,1	8,9	4,8	77	ESE	18	36	1022,5	0	1,8	2,2	9,8	11,5	0
2010-10-02	2010	10	2	9,2	5,4	7,7	4,8	81,4	ESE	11,3		1021,2	0	5,5	6,3	0,4	13,2	0
2010-10-01	2010	10	1	10,7	3,6	7,2	3,7	80,2	NE	7,7		1019,8	0	5,4	5	7,7	15,4	0
2010-09-30	2010	9	30	11,2	5,7	8,1	5,6	85,9	N	14	43,2	1018,1	1,3	6,5	6,5	1,2	16,9	0
2010-09-29	2010	9	29	14,2	8,9	10,9	9,5	92,9	NW	23,4	50,4	1009,4	10,4	8	7,4		18,8	0
2010-09-28	2010	9	28	15,3	12	13,4	12,9	97,5	NW	11,7	39,6	999,7	14,4	8	7,5		4,2	0
2010-09-27	2010	9	27	20	12,3	16,3	14,3	87,3	ENE	9,9		1002,5	0,4	7,6	5	0,9	6,4	0
2010-09-26	2010	9	26	20,7	11,1	15,6	12,4	82,4	ESE	9		1003,1	0	4,8	1,9	6,1	10,9	0
2010-09-25	2010	9	25	23	11,9	17,5	11,2	66,6	SSE	12,2		1003,5	0	3,8	0,5	8,7	11	0
2010-09-24	2010	9	24	21,7	9,3	15,6	10,5	72,1	SSE	10,4		1013,2	0	2,2	0	10,8	14,2	0
2010-09-23	2010	9	23	17,6	6,2	11,2	7,3	77,2	SE	5,9		1023,4	0	1,5	0,3	10,4	12,9	0
2010-09-22	2010	9	22	17,8	3,4	11,4	8,1	84,1	W	9		1022,1	0	2,8	3,8	7,5	15,6	0
2010-09-21	2010	9	21	16,2	9,1	13,2	8,7	73,2	SSW	11,7		1017,1	0,1	6,4	3,8	1,1	15,6	0
2010-09-20	2010	9	20	14,7	7	10,6	7,3	79,6	SW	13,1		1017,3	0	4,5	5,7	1,3	15	0
2010-09-19	2010	9	19	14,9	5,9	10	6,4	80,5	WSW	17,6	54	1014,9	0,01	4,1	4,5	7	16,5	0
2010-09-18	2010	9	18	14,1	8,8	11,1	9,1	88,6	SW	14,4	32,4	1010,8	3,7	4,1	4	2,6	17,5	0
2010-09-17	2010	9	17	15,7	9,6	11,8	8	78,7	WSW	17,1	54	1008,3	1,3	3,9	4,7	6,4	15,6	0
2010-09-16	2010	9	16	16,6	10,8	13,1	9,8	81,9	SW	15,3	50,4	1006,9	4,9	4,4	4,1	5,4	14,5	0
2010-09-15	2010	9	15	15,1	11,2	13,5	12,9	94,8	SSW	16,2	32,4	1012,9	10,2	7,9	6,8	0,9	6,2	0
2010-09-14	2010	9	14	18,4	11	13,4	11,9	91,6	WSW	11,7	39,6	1021,7	3,2	6,8	4,8	2,2	4,6	0
2010-09-13	2010	9	13	21,4	11,1	16	11,9	78,4	SE	6,3		1020,4	0	2,2	2,2	10,6	8,8	0
2010-09-12	2010	9	12	21	8,2	14,4	11,4	82,9	SW	1,8		1022,5	0	1,4	1,5	9,3	8	0
2010-09-11	2010	9	11	19,1	7,7	12,8	11,3	92,5	SW	3,2		1021,6	3,7	4,5	4	2	3,7	0
2010-09-10	2010	9	10	13,5	10,8	12,4	12,1	97,2	SE	10,8	43,2	1016,6	12,7	7,2	7,1		3,9	0
2010-09-09	2010	9	9	18,5	10,8	14,2	9,5	74,1	E	24,8	50,4	1015,1	0,2	4,5	4,4	7,9	15,6	0
2010-09-08	2010	9	8	16,9	8,3	11,9	8,7	81,4	E	18	39,6	1017,6	0	3,6	3,9	9,2	14,4	0
2010-09-07	2010	9	7	12,6	7	10,4	9,2	90,8	NE	13,5		1020,2	2,5	7,6	5,5		10,9	0
2010-09-06	2010	9	6	16,4	5,8	10,9	6,5	77,5	NNE	5,4	32,4	1024,9	0,01	3,1	3,1	8,9	17,5	0
2010-09-05	2010	9	5	17,1	5,9	11,2	6,4	74	NE	6,8		1022,4	0	2,4	3,2	8	18,1	0
2010-09-04	2010	9	4	16,2	4	10,7	7,2	80,4	WNW	6,3	39,6	1019,9	0,01	3,8	2,4	8,9	14	0
2010-09-03	2010	9	3	17	5,1	10,7	9,3	92,3	NW	11,7	43,2	1015,9	4,8	4,9	4,3	1,2	14,8	0
2010-09-02	2010	9	2	18,8	7,6	13,1	9,3	79,1	NW	16,2	46,8	1013,7	0	2,8	3,5	11,3	17,1	0
2010-09-01	2010	9	1	17,1	10	13	11,1	88,3	NNW	20,3	57,6	1013,9	0,3	4,8	4,2	2,5	18,1	0
2010-08-31	2010	8	31	13,6	10,8	11,9	11,1	94,6	NE	9		1009,9	4,3	7,5	6,4	0,7	9	0
2010-08-30	2010	8	30	16,2	9,2	12,2	10,4	89,3	SSW	9	46,8	1009,6	5,1	5,6	4,4	3,8	12,2	0
2010-08-29	2010	8	29	18,3	9,4	13,5	9,9	81,4	W	14,9	46,8	1010,3	1,3	4,1	3,5	5,8	18,8	0
2010-08-28	2010	8	28	22,2	13	16,4	14,4	88,7	WNW	19,4	61,2	1001,1	3,7	7,6	6,4	1,1	19,4	0
2010-08-27	2010	8	27	18,2	14	15,7	14	89,3	SSE	7,2		1007,9	8,9	7,9	6,5	0,2	9,4	0
2010-08-26	2010	8	26	19,7	12,1	16,3	10,1	68	WSW	20,3	61,2	1013,5	0	5,4	4,4	13,1	21,9	0
2010-08-25	2010	8	25	24,9	13,7	19,4	11,9	63,4	WSW	18,9	46,8	1007,9	0	3,2	2	11,9	20,6	0
2010-08-24	2010	8	24	25,3	17,8	21,3	18,2	82,5	SSW	12,6	36	1004,8	4,9	5,6	4	5,3	18,1	0
2010-08-23	2010	8	23	29,8	17,1	22,5	17	74,8	SW	9,9	54	1012,7	28,6	4,8	3,1	11,6	15,5	0
2010-08-22	2010	8	22	27,5	17,1	22	14,2	63,6	SW	6,3		1020,8	0	2,5	0,6	13,7	20	0
2010-08-21	2010	8	21	23,2	12,9	17,8	11,7	68,9	W	3,2		1023,5	0	2,8	1,8	12,6	17,5	0
2010-08-20	2010	8	20	20,1	10,1	15,2	11,6	80	WNW	15,3	64,8	1017,1	1,4	3,1	2,3	6,4	18,2	0
2010-08-19	2010	8	19	19,4	13,9	15,7	14	89,2	SW	13,5	36	1007,5	7,6	5	4,3	1,9	12,1	0
2010-08-18	2010	8	18	20,5	14,1	17,3	13,6	80,4	SSW	16,7	39,6	1005,8	7,9	7	5,5	7,5	16,2	0
2010-08-17	2010	8	17	25,2	14,4	19,6	15,7	81,4	WSW	9,5	50,4	1010,2	36,8	7	5	8,8	15	0
2010-08-16	2010	8	16	27,9	18,3	23,1	17,6	71,7	SE	16,7	36	1011,8	0,01	5,1	2,4	4,9	16,5	0
2010-08-15	2010	8	15	24,4	16,4	20,1	17,4	85,5	SSW	8,6	36	1016,4	0,01	5,8	5,1	4,8	11,2	0
2010-08-14	2010	8	14	26,1	18,5	21,8	17,6	78,2	NNE	8,6		1015,9	3	5,1	2,2	9,6	13,5	0
2010-08-13	2010	8	13	29,5	17,3	23,7	15,7	63,5	SE	13,5		1013,6	0	5	3,4	8,7	14,6	0
2010-08-12	2010	8	12	27,9	17,7	22,3	14,9	65,5	SSE	6,8	36	1014,6	0,3	5,6	2,5	9,6	17,2	0
2010-08-11	2010	8	11	24,8	14,6	19,7	15,4	76	WSW	5,9		1016,3	0	2,8	2,1	9,4	14,4	0
2010-08-10	2010	8	10	25,1	13	18,9	15,2	81,4	W	5,9		1016	0	5,5	4,5	8,8	14,2	0
2010-08-09	2010	8	9	22,1	15,1	17,9	14,7	82,3	W	6,3		1015,1	2,5	4,6	3,2	5,4	15,7	0
2010-08-08	2010	8	8	20,5	15,7	18,6	17,7	95,4	WNW	11,3		1012,7	4,6	7,2	6,9		8,8	0
2010-08-07	2010	8	7	24,3	18,4	20,5	17,9	85,7	NE	13,5		1012,4	7,7	7,6	6,9	5,5	12,9	0
2010-08-06	2010	8	6	24,6	14,7	20,1	14,1	70	E	9,9		1010,4	0	5,2	3,6	8,1	18,1	0
2010-08-05	2010	8	5	22,7	12,7	17,9	12,3	71,7	SSW	5,4	36	1010,9	0	2,6	2,5	11,8	18,1	0
2010-08-04	2010	8	4	18,9	14,9	16,8	15,5	93	WNW	11,7		1010,7	7,5	7	6,4		13,6	0
2010-08-03	2010	8	3	26,7	17,5	21,2	16,8	79	NW	8,6		1012,6	17,1	6,8	4	5,3	15,6	0
2010-08-02	2010	8	2	27,6	18,2	23,2	11,6	48,9	SSE	9	32,4	1015	0	2,5	1	13,1	20	0
2010-08-01	2010	8	1	26,1	12,7	20,1	10,5	58,2	S	5	39,6	1017,2	0	2,2	2,1	13,9	21,2	0
2010-07-31	2010	7	31	23,3	11,4	18,5	11	63,9	WNW	5		1015,2	0	4	2,5	6,3	21,9	0
2010-07-30	2010	7	30	23,5	15,2	18,9	10,9	61,8	WSW	13,5	50,4	1008,2	0	5,6	4,6	8,9	20	0
2010-07-29	2010	7	29	20,4	15,1	16,9	14,9	88,6	NW	10,8		1008,2	2	7,4	3,9		12,5	0
2010-07-28	2010	7	28	23,6	16,4	19,8	11	58,9	N	14	36	1013	0	6,4	4,9	7,5	22,5	0
2010-07-27	2010	7	27	21,9	11,2	17,7	11	66,8	N	4,5		1013,2	0	4,2	2,1	6,5	20	0
2010-07-26	2010	7	26	23,3	14	18,3	11,2	64,8	WNW	11,7	50,4	1010,9	0	6,2	4,5	9,8	20	0
2010-07-25	2010	7	25	17,7	14,1	16,4	14,3	88,1	WNW	28,4	68,4	1007,2	37,3	6,4	5,9		16,2	0
2010-07-24	2010	7	24	21,4	16,9	18,9	17,5	93,5	NNW	19,4		1010,7	22,7	7,9	6,1		11,8	0
2010-07-23	2010	7	23	35,8	19,2	27,4	14,9	52,9	WNW	13,5	25,2	1011,5	0,1	4,6	3,4	12	20	0
2010-07-22	2010	7	22	32	18,9	26,8	17,1	57,6	SE	10,4		1010,3	0	1,4	2	14,3	17,5	0
2010-07-21	2010	7	21	25,9	19,4	23,1	15,6	62,2	ESE	13,1		1016,3	0	6	5,3	2,9	19,4	0
2010-07-20	2010	7	20	24,8	13,2	19,9	10,8	58,2	NE	6,3	28,8	1023	0	4	2,9	9,6	19,4	0
2010-07-19	2010	7	19	22	14,5	18,3	13	72,3	NW	16,2	43,2	1024,7	0,01	6,5	5,1		21,2	0
2010-07-18	2010	7	18	33	20,1	26	18	64,5	NNW	14,4	39,6	1016,2		6,7	3,3		15,7	0
2010-07-17	2010	7	17	33,6	22,4	27,9	16,6	51,4	SE	9,9	28,8	1016,8	0	1,8	1	12,9	19,4	0
2010-07-16	2010	7	16	33	19,9	26,4	16,6	58,6	W	11,3	39,6	1015,1	0,4	4,1	1,8	13,4	20,6	0
2010-07-15	2010	7	15	30,8	19	24,8	13,8	53,8	ENE	10,4	25,2	1011,5	0	1,4	1,2	14,4	18,8	0
2010-07-14	2010	7	14	32,3	16,8	23,7	16,4	70,1	WNW	11,7	50,4	1011,5	0,01	2,9	4	10,6	18,8	0
2010-07-13	2010	7	13	33,6	22,4	28,7	14	42,9	ESE	13,5	39,6	1012,4	0	0,8	0,5	15,7	20	0
2010-07-12	2010	7	12	33,5	20,3	28,3	14,6	45,5	ESE	13,5	36	1017,9	0	0,6	0,5	15,4	20,6	0
2010-07-11	2010	7	11	32,9	21,4	27,3	12,8	43,7	SE	11,7	32,4	1020,2	0	0,5	0	15,9	20	0
2010-07-10	2010	7	10	30,3	17,2	24,5	11	45,6	SSE	6,3	28,8	1021,6	0	0,9	0	15,3	20	0
2010-07-09	2010	7	9	26	14	20,4	9,4	51,4	WNW	4,5	28,8	1021,7	0	1,9	0,9	14	20	0
2010-07-08	2010	7	8	22,9	9,6	17	8,4	60,2	NW	10,8	50,4	1022,1	0	3	2,4	13,9	20	0
2010-07-07	2010	7	7	18,9	11,3	15,3	12,4	83,8	NW	14,4	50,4	1018,1	5	5	3	2	15,5	0
