"date"	"yy"	"mm"	"dd"	"hh"	"ws"	"wd"	"pm10"	"air_t"	"slp"
2012-07-16	2012	7	16	11.5	3.5	262.377320030586	11.5333333333333	24.3458333333333	1007.75
2012-07-17	2012	7	17	11.5	3.91666666666667	262.337406808058	9.825	24.1416666666667	1005.16666666667
2012-07-18	2012	7	18	11.5	3.83333333333333	242.33445346222	10.15	24.25	1003.20833333333
2012-07-19	2012	7	19	11.5	4.83333333333333	244.07430008718	13.6416666666667	24.8125	995.291666666667
2012-07-20	2012	7	20	11.5	5.20833333333333	261.560544728075	9.27083333333333	24.4541666666667	1001.20833333333
2012-07-21	2012	7	21	11.5	3.08333333333333	295.864693440454	13.4291666666667	24.4458333333333	1007.125
2012-07-22	2012	7	22	11.5	2.66666666666667	325.676574301964	15.2458333333333	24.3958333333333	1014.04166666667
2012-07-23	2012	7	23	11.5	0.875	169.876068163166	17.0958333333333	25.1291666666667	1018.08333333333
2012-07-24	2012	7	24	11.5	3.66666666666667	101.772787757177	16.9083333333333	25.3291666666667	1013.125
2012-07-25	2012	7	25	11.5	3.25	109.871966998091	29.1416666666667	25.6125	1005.83333333333
2012-07-26	2012	7	26	11.5	1.20833333333333	36.7174018690505	36.0583333333333	25.9541666666667	1004.66666666667
2012-07-27	2012	7	27	11.5	2.29166666666667	88.9713391126135	38.7583333333333	26.2625	1004.16666666667
2012-07-28	2012	7	28	11.5	2.66666666666667	154.76783951322	52.9625	25.8958333333333	999
2012-07-29	2012	7	29	11.5	2.83333333333333	249.7141476891	40.7181818181818	25.6318181818182	999.318181818182
2012-07-30	2012	7	30	11.5	2.875	255.288707736809	15.85	25.05	1005.95833333333
2012-07-31	2012	7	31	11.5	0.958333333333333	324.073851718765	23.8541666666667	24.8875	1008.33333333333
2012-08-01	2012	8	1	11.5	1.58333333333333	98.7849760807993	20.8666666666667	25.1333333333333	1008.29166666667
2012-08-02	2012	8	2	11.5	3.54166666666667	133.246532817652	31.425	25.4666666666667	1004.33333333333
2012-08-03	2012	8	3	11.5	1.70833333333333	268.46904622334	27.3125	25.3666666666667	1004.83333333333
2012-08-04	2012	8	4	11.5	1	137.368477875491	21.45	25.1041666666667	1005.125
2012-08-05	2012	8	5	11.5	2.125	133.930033152051	24.9666666666667	25.3125	1001.54166666667
2012-08-06	2012	8	6	11.5	3.25	251.585431309488	26.9833333333333	25.7458333333333	999.708333333333
2012-08-07	2012	8	7	11.5	4.875	254.844239433173	12.4958333333333	25.2041666666667	1006
2012-08-08	2012	8	8	11.5	3.95833333333333	265.020535002392	14.4	24.65	1010
2012-08-09	2012	8	9	11.5	3.33333333333333	295.07175313036	13.9	24.4875	1011.25
2012-08-10	2012	8	10	11.5	3.33333333333333	312.874626165462	12.5791666666667	24.3875	1011.33333333333
2012-08-11	2012	8	11	11.5	3.20833333333333	1.37146708261022	7.68333333333333	24.25	1010.45833333333
2012-08-12	2012	8	12	11.5	2.66666666666667	43.4569716451487	9.68333333333333	24.6291666666667	1010.125
2012-08-13	2012	8	13	11.5	2.29166666666667	42.0137911331628	12.4416666666667	24.6583333333333	1008.29166666667
2012-08-14	2012	8	14	11.5	3.58333333333333	333.150747885473	12.375	24.7	1005.83333333333
2012-08-15	2012	8	15	11.5	2.33333333333333	313.500561409708	14.7416666666667	24.7625	1005.125
2012-08-16	2012	8	16	11.5	0.875	43.6542597930276	17.0791666666667	25.0708333333333	1006.625
2012-08-17	2012	8	17	11.5	1.875	300.331900642145	17.1041666666667	24.9583333333333	1010.66666666667
2012-08-18	2012	8	18	11.5	0.875	255.205949299968	23.6541666666667	25.0666666666667	1012.625
2012-08-19	2012	8	19	11.5	2.16666666666667	205.459716010944	25.9958333333333	25.2625	1010.16666666667
2012-08-20	2012	8	20	11.5	2.66666666666667	327.374148703548	34.1208333333333	25.7125	1006.5
2012-08-21	2012	8	21	11.5	2	308.09416935938	22.8875	25.7291666666667	1007.125
2012-08-22	2012	8	22	11.5	4.29166666666667	279.920544738315	20.1958333333333	25.6208333333333	1002.16666666667
2012-08-23	2012	8	23	11.5	2.66666666666667	276.727272036845	18.2541666666667	24.9208333333333	1004.5
2012-08-24	2012	8	24	11.5	1.79166666666667	80.5069700136831	23.8625	24.65	999.333333333333
2012-08-25	2012	8	25	11.5	2.04166666666667	243.952555382629	22.3625	25.2375	997.791666666667
2012-08-26	2012	8	26	11.5	3.95833333333333	242.079044298298	15.075	25.3666666666667	999
2012-08-27	2012	8	27	11.5	5.29166666666667	292.779331806423	16.225	24.275	1007.20833333333
2012-08-28	2012	8	28	11.5	1.29166666666667	169.653462385628	22.6083333333333	24.9291666666667	1009.58333333333
2012-08-29	2012	8	29	11.5	1.58333333333333	170.450879837304	31.2416666666667	24.9708333333333	1008.625
2012-08-30	2012	8	30	11.5	3	162.730954390042	24.3333333333333	25.1333333333333	1006.20833333333
2012-08-31	2012	8	31	11.5	3.16666666666667	285.905680247616	15.1791666666667	24.4	1004.16666666667
2012-09-01	2012	9	1	11.5	1.75	322.023798707578	12.7916666666667	24.5791666666667	1011.83333333333
2012-09-02	2012	9	2	11.5	0.708333333333333	265.113014468258	20.0291666666667	24.8833333333333	1014.41666666667
2012-09-03	2012	9	3	11.5	1.125	328.671719620338	20.2833333333333	24.8666666666667	1012.5
2012-09-04	2012	9	4	11.5	0.958333333333333	287.66879535061	21.6958333333333	24.8	1010.83333333333
2012-09-05	2012	9	5	11.5	1.58333333333333	295.24860576372	23.3625	24.4791666666667	1007.83333333333
2012-09-06	2012	9	6	11.5	4.41666666666667	287.942090689122	13.4791666666667	24.1083333333333	1010.83333333333
2012-09-07	2012	9	7	11.5	4.45833333333333	254.726305180195	17.3583333333333	23.9333333333333	1008.83333333333
2012-09-08	2012	9	8	11.5	3.95833333333333	277.169116600852	8.77083333333333	24.2541666666667	1007.95833333333
2012-09-09	2012	9	9	11.5	1.5	172.378426632387	8.77083333333333	24.6833333333333	1009.83333333333
2012-09-10	2012	9	10	11.5	2.375	154.435263542692	18.0875	25	1006.25
2012-09-11	2012	9	11	11.5	2.375	209.443000149843	23.7083333333333	25.3666666666667	1001.70833333333
2012-09-12	2012	9	12	11.5	2.58333333333333	289.085178614892	16.0666666666667	24.1958333333333	999.625
2012-09-13	2012	9	13	11.5	1.70833333333333	322.956979976807	15.425	24.0166666666667	1003.29166666667
2012-09-14	2012	9	14	11.5	3.66666666666667	212.466938651992	15.2458333333333	24.475	1002
2012-09-15	2012	9	15	11.5	4.875	267.925603325552	11.2875	24.0083333333333	1001.66666666667
2012-09-16	2012	9	16	11.5	2.33333333333333	196.917186015251	11.0166666666667	24.3958333333333	1007.33333333333
2012-09-17	2012	9	17	11.5	1.79166666666667	183.619788463052	20.125	24.6666666666667	1004.20833333333
2012-09-18	2012	9	18	11.5	2.04166666666667	208.567058868065	32.8166666666667	24.8125	1001.08333333333
2012-09-19	2012	9	19	11.5	4.33333333333333	289.904653885007	20.6625	24.0333333333333	1002.83333333333
2012-09-20	2012	9	20	11.5	2.125	269.243112961224	17.6791666666667	23.8333333333333	1011.08333333333
2012-09-21	2012	9	21	11.5	2.33333333333333	163.43072081186	23.9041666666667	23.7458333333333	1010.41666666667
2012-09-22	2012	9	22	11.5	4.66666666666667	242.427559018256	22.9458333333333	23.75	1000.16666666667
2012-09-23	2012	9	23	11.5	4	268.098022327818	10.2916666666667	23.6625	1005.95833333333
2012-09-24	2012	9	24	11.5	4.83333333333333	103.91903783509	19.3958333333333	23.6083333333333	996.583333333333
2012-09-25	2012	9	25	11.5	2.75	200.324724615844	17.7083333333333	24.2791666666667	995.166666666667
2012-09-26	2012	9	26	11.5	2.41666666666667	130.577805863837	25.55	24.5416666666667	994.625
2012-09-27	2012	9	27	11.5	3	246.936458307645	26.4	23.7875	995.875
2012-09-28	2012	9	28	11.5	3.79166666666667	245.851165069232	16.0291666666667	23.9416666666667	1005.375
2012-09-29	2012	9	29	11.5	2.41666666666667	226.769354847619	27.15	24.2958333333333	1005.54166666667
2012-09-30	2012	9	30	11.5	3.25	257.531427206727	18.55	23.85	1010.16666666667
2012-10-01	2012	10	1	11.5	1.83333333333333	125.623175848272	62.8363636363636	23.5791666666667	1008.5
2012-10-02	2012	10	2	11.5	1.29166666666667	218.453394594187	25.9333333333333	23.9666666666667	1006.33333333333
2012-10-03	2012	10	3	11.5	1.875	210.640819140142	NA	24.4125	1004.375
2012-10-04	2012	10	4	11.5	5.41666666666667	228.424201088765	NA	24.6666666666667	998.958333333333
2012-10-05	2012	10	5	11.5	5.75	228.371983646149	13.625	24.1833333333333	1001.16666666667
2012-10-06	2012	10	6	11.5	4.95833333333333	247.978532981864	12.1916666666667	24.4291666666667	999.25
2012-10-07	2012	10	7	11.5	3.95833333333333	267.978079027065	12.7416666666667	24.1	1002.79166666667
2012-10-08	2012	10	8	11.5	4.83333333333333	269.821140909772	16.7	23.8333333333333	1005
2012-10-09	2012	10	9	11.5	5.33333333333333	261.338042307959	19.9625	23.8083333333333	997.625
2012-10-10	2012	10	10	11.5	3.875	260.003046556083	13.2166666666667	23.7708333333333	1001.29166666667
2012-10-11	2012	10	11	11.5	2.58333333333333	280.116816682986	24.025	23.7875	1004.25
2012-10-12	2012	10	12	11.5	3.29166666666667	119.844588636335	57.3	23.6708333333333	1003.54166666667
2012-10-13	2012	10	13	11.5	3.16666666666667	238.790934669729	35.4833333333333	23.7083333333333	1001.79166666667
2012-10-14	2012	10	14	11.5	2.625	168.053466888765	54.0791666666667	23.7375	995.791666666667
2012-10-15	2012	10	15	11.5	3.20833333333333	203.936688243871	49.7083333333333	23.8416666666667	994.625
2012-10-16	2012	10	16	11.5	0.833333333333333	209.854054190653	43.4708333333333	23.7	1002.08333333333
2012-10-17	2012	10	17	11.5	2.33333333333333	184.351610152813	42.9583333333333	23.75	1005.33333333333
2012-10-18	2012	10	18	11.5	2.70833333333333	147.077578950713	32.9125	24.2208333333333	1007.125
2012-10-19	2012	10	19	11.5	1.83333333333333	139.533296416205	46.8708333333333	24.2833333333333	1007.875
2012-10-20	2012	10	20	11.5	1.04166666666667	131.759462436146	84.2583333333333	24.3125	1008.29166666667
2012-10-21	2012	10	21	11.5	0.708333333333333	11.9041227697989	97.5916666666667	23.9541666666667	1009.91666666667
2012-10-22	2012	10	22	11.5	2.33333333333333	72.5674915215737	39.6541666666667	24.0166666666667	1014.45833333333
2012-10-23	2012	10	23	11.5	2.29166666666667	70.176229595684	35.5166666666667	23.8791666666667	1016.25
2012-10-24	2012	10	24	11.5	2	148.580566608365	37.4541666666667	23.85	1010.625
2012-10-25	2012	10	25	11.5	4.66666666666667	268.893183717086	38.6833333333333	23.85	999
2012-10-26	2012	10	26	11.5	3.16666666666667	307.172152025844	20.6208333333333	23.4416666666667	1000.04166666667
2012-10-27	2012	10	27	11.5	4.875	47.0670303057663	29.2416666666667	23.3875	993
2012-10-28	2012	10	28	11.5	2.95833333333333	328.218046389604	21.1291666666667	23.3708333333333	1001.16666666667
2012-10-29	2012	10	29	11.5	1.08333333333333	180.093872932154	NA	23.4478260869565	1005.21739130435
2012-10-30	2012	10	30	11.5	3.25	200.151825367538	69.2583333333333	23.5083333333333	995.166666666667
2012-10-31	2012	10	31	11.5	3.08333333333333	161.186283469041	32.7791666666667	23.5958333333333	996.791666666667
2012-11-01	2012	11	1	11.5	4.83333333333333	130.148435061107	42.8333333333333	23.5208333333333	987.375
2012-11-02	2012	11	2	11.5	3	206.335776922275	36.9625	23.5583333333333	991.291666666667
2012-11-03	2012	11	3	11.5	3.83333333333333	212.024030806372	30.4958333333333	23.5375	993.375
2012-11-04	2012	11	4	11.5	3.04166666666667	179.818982804319	17.4	23.5791666666667	994.916666666667
2012-11-05	2012	11	5	11.5	3.91666666666667	249.275236327237	27.8416666666667	23.8333333333333	988.291666666667
2012-11-06	2012	11	6	11.5	6.20833333333333	261.583008010966	15.525	23.6083333333333	997.916666666667
2012-11-07	2012	11	7	11.5	6.125	259.587943035622	14.6208333333333	23.5916666666667	1002.33333333333
2012-11-08	2012	11	8	11.5	5.5	248.923865528977	21.8041666666667	23.5208333333333	1004.625
2012-11-09	2012	11	9	11.5	3.58333333333333	251.017723886844	NA	NA	NA
2012-11-10	2012	11	10	11.5	4	138.613671224876	NA	NA	NA
2012-11-11	2012	11	11	11.5	2	207.486173929528	NA	NA	NA
2012-11-12	2012	11	12	11.5	2.45833333333333	256.443306748098	NA	NA	NA
2012-11-13	2012	11	13	11.5	1.25	258.255686260322	NA	NA	NA
2012-11-14	2012	11	14	11.5	2.16666666666667	116.309243325177	NA	NA	NA
2012-11-15	2012	11	15	11.5	1.125	197.685042411841	NA	NA	NA
2012-11-16	2012	11	16	11.5	2.125	111.69389460912	NA	NA	NA
2012-11-17	2012	11	17	11.5	2.58333333333333	115.108150748208	72.3083333333333	22.775	1005.95833333333
2012-11-18	2012	11	18	11.5	1.125	207.391477129397	80.875	22.7541666666667	1003.41666666667
2012-11-19	2012	11	19	11.5	1.29166666666667	130.977234696515	62.9416666666667	22.5375	1010.625
2012-11-20	2012	11	20	11.5	3.16666666666667	118.816963878694	66.0916666666667	22.9875	1012.54166666667
2012-11-21	2012	11	21	11.5	4.5	119.786310845641	53.525	23.8791666666667	1011.625
2012-11-22	2012	11	22	11.5	2.125	203.718014636832	52.3625	23.6666666666667	1012.33333333333
2012-11-23	2012	11	23	11.5	2	130.392051338899	73.425	NA	1012.58333333333
2012-11-24	2012	11	24	11.5	1.66666666666667	156.260672799256	63.4166666666667	8.86521739130435	1010.375
2012-11-25	2012	11	25	11.5	3.79166666666667	155.899284967609	49.3583333333333	10.1958333333333	1005.125
2012-11-26	2012	11	26	11.5	2.54166666666667	179.636694647624	44.7458333333333	8.60833333333333	1002
2012-11-27	2012	11	27	11.5	1.08333333333333	187.486857534298	72.0333333333333	10.3458333333333	996.75
2012-11-28	2012	11	28	11.5	2.91666666666667	32.1743183209172	49.8375	9.50833333333333	993.083333333333
2012-11-29	2012	11	29	11.5	5.58333333333333	21.0693319054161	9.35833333333333	6.72916666666667	982.583333333333
2012-11-30	2012	11	30	11.5	4.70833333333333	292.49319106878	14.9125	5.15	991.791666666667
2012-12-01	2012	12	1	11.5	3.625	227.590154164407	23.7791666666667	3.29166666666667	1002.08333333333
2012-12-02	2012	12	2	11.5	1.25	154.607422492962	62.7666666666667	1.73333333333333	1000.79166666667
2012-12-03	2012	12	3	11.5	1.95833333333333	279.218000559426	77.9541666666667	0.904166666666667	1000.58333333333
2012-12-04	2012	12	4	11.5	3.66666666666667	190.78964856505	40.5708333333333	2.34583333333333	987.958333333333
2012-12-05	2012	12	5	11.5	4.75	262.247510009077	16.7375	1.56666666666667	987.791666666667
2012-12-06	2012	12	6	11.5	2.875	263.736027176386	37.1708333333333	-1.79166666666667	996.541666666667
2012-12-07	2012	12	7	11.5	1.33333333333333	265.019449609768	32.8142857142857	-3.77083333333333	1002.625
2012-12-08	2012	12	8	11.5	1.375	227.076280862297	67.6458333333333	-4.725	1008.20833333333
2012-12-09	2012	12	9	11.5	4.04166666666667	167.824097407356	47.3458333333333	-3.50833333333333	1004.66666666667
2012-12-10	2012	12	10	11.5	4.70833333333333	94.4979003560633	69.0666666666667	-3.17083333333333	996.833333333333
2012-12-11	2012	12	11	11.5	3.25	272.551174353673	44.2458333333333	-1.97916666666667	1003.125
2012-12-12	2012	12	12	11.5	3.04166666666667	282.127955627524	27.3458333333333	-2.24166666666667	1008.41666666667
2012-12-13	2012	12	13	11.5	1.16666666666667	116.134982948778	125.845833333333	-6.9125	1008.04166666667
2012-12-14	2012	12	14	11.5	4.70833333333333	117.559874759	102.120833333333	-3.71666666666667	1003.41666666667
2012-12-15	2012	12	15	11.5	3.04166666666667	133.380096839414	57.2416666666667	3.21666666666667	995.541666666667
2012-12-16	2012	12	16	11.5	1.20833333333333	183.289237843409	55.4458333333333	5.02083333333333	997.708333333333
2012-12-17	2012	12	17	11.5	1.41666666666667	121.014955317947	56.6458333333333	5.06666666666667	998.625
2012-12-18	2012	12	18	11.5	1.20833333333333	90.7794785214304	71.1958333333333	4.27916666666667	1003.29166666667
2012-12-19	2012	12	19	11.5	1.16666666666667	84.4051252235331	60.3791666666667	3.55	1013.20833333333
2012-12-20	2012	12	20	11.5	4.25	97.7933225794578	49.0583333333333	1.04166666666667	1014.33333333333
2012-12-21	2012	12	21	11.5	4.25	90.6329515964339	49.2833333333333	-4.725	1009.41666666667
2012-12-22	2012	12	22	11.5	3.875	109.257057114937	56.9708333333333	-4.62083333333333	1012.25
2012-12-23	2012	12	23	11.5	5.54166666666667	114.921618865595	58.4541666666667	-2.64583333333333	1003.375
2012-12-24	2012	12	24	11.5	2.70833333333333	211.211180897448	29.8708333333333	6.54583333333333	997.833333333333
2012-12-25	2012	12	25	11.5	3.45833333333333	207.394977073255	32.9583333333333	10.0666666666667	991.791666666667
2012-12-26	2012	12	26	11.5	3.70833333333333	221.486742263915	17.3791666666667	9.0875	996.416666666667
2012-12-27	2012	12	27	11.5	4.5	223.515325172993	10.5416666666667	7.67083333333333	994
2012-12-28	2012	12	28	11.5	3.58333333333333	292.723005915683	38.325	2.1625	1012.5
2012-12-29	2012	12	29	11.5	3.33333333333333	168.740281463273	46.5041666666667	2.9	1012.04166666667
2012-12-30	2012	12	30	11.5	4.08333333333333	205.736524240314	23.4708333333333	5.37083333333333	1004.54166666667
2012-12-31	2012	12	31	11.5	4.41666666666667	215.594514113278	15.4083333333333	7.47916666666667	1004.375
2013-01-01	2013	1	1	11.5	3.875	199.740815794956	25.0666666666667	7.21666666666667	996.75
2013-01-02	2013	1	2	11.5	4.66666666666667	245.275225368389	26.0208333333333	7.14166666666667	1005.79166666667
2013-01-03	2013	1	3	11.5	7.125	260.699704600791	9.8875	8.49166666666667	1009.375
2013-01-04	2013	1	4	11.5	6.91666666666667	288.723537774365	12.6333333333333	9.34166666666667	1009.70833333333
2013-01-05	2013	1	5	11.5	4.5	331.923820097309	7.40416666666667	6.87083333333333	1012.70833333333
2013-01-06	2013	1	6	11.5	2	344.465329680826	17.7833333333333	3.73333333333333	1011.125
2013-01-07	2013	1	7	11.5	1.875	97.3787911965998	17.5083333333333	0.716666666666667	1017.5
2013-01-08	2013	1	8	11.5	2.16666666666667	141.288954311117	40.9416666666667	0.5375	1011.625
2013-01-09	2013	1	9	11.5	2.5	178.403647224485	39.3583333333333	4.06666666666667	1006.95833333333
2013-01-10	2013	1	10	11.5	6	283.985814443008	11.475	4.49583333333333	992.916666666667
2013-01-11	2013	1	11	11.5	5.45833333333333	291.247262718491	8.91666666666667	1.11666666666667	997.875
2013-01-12	2013	1	12	11.5	4.125	320.285754853613	12.8291666666667	-0.833333333333333	1003.91666666667
2013-01-13	2013	1	13	11.5	3.41666666666667	74.3817301868463	35.5333333333333	-3.09166666666667	1010
2013-01-14	2013	1	14	11.5	3.91666666666667	108.027574329764	54.225	-3.55833333333333	1007.41666666667
2013-01-15	2013	1	15	11.5	2.16666666666667	94.5291017781608	115.4125	-2.84166666666667	1001.70833333333
2013-01-16	2013	1	16	11.5	2.875	14.5281624519005	95.575	-1.95833333333333	999.166666666667
2013-01-17	2013	1	17	11.5	5.16666666666667	36.220821303282	37.7041666666667	-1.5125	1003.08333333333
2013-01-18	2013	1	18	11.5	4.75	63.6306913298776	13.3166666666667	-3.04583333333333	1003.625
2013-01-19	2013	1	19	11.5	3.375	52.6974033028809	24.525	-5.94583333333333	995.916666666667
2013-01-20	2013	1	20	11.5	2	65.8308119197454	30.0791666666667	-4.075	993.625
2013-01-21	2013	1	21	11.5	5.625	60.9373494936967	34.3958333333333	-6.67083333333333	994.833333333333
2013-01-22	2013	1	22	11.5	3.625	60.253956874256	23.4125	-6.0625	997.791666666667
2013-01-23	2013	1	23	11.5	0.583333333333333	43.3133630968414	43.8666666666667	-5.1375	1000.125
2013-01-24	2013	1	24	11.5	1.375	23.6142452227404	94.1625	-4.8125	1003.5
2013-01-25	2013	1	25	11.5	0.708333333333333	37.9120081304071	98.0583333333333	-6.57083333333333	1011.16666666667
2013-01-26	2013	1	26	11.5	2.95833333333333	144.074516600879	96.9375	-6.30416666666667	1007.875
2013-01-27	2013	1	27	11.5	2.83333333333333	167.685358461476	58.35	-3.125	999.166666666667
2013-01-28	2013	1	28	11.5	2.25	232.774771944339	59.3166666666667	3.31666666666667	1000.79166666667
2013-01-29	2013	1	29	11.5	3.70833333333333	217.984316049762	46.5541666666667	5.1375	998.458333333333
2013-01-30	2013	1	30	11.5	4.45833333333333	232.042144731516	17.325	9.15833333333333	992.625
2013-01-31	2013	1	31	11.5	8.625	257.958823092813	12.6583333333333	8.72916666666667	992.75
2013-02-01	2013	2	1	11.5	5.29166666666667	250.60447280646	16.7333333333333	7.65833333333333	989.666666666667
2013-02-02	2013	2	2	11.5	4.75	324.760680834715	22.8458333333333	4.14583333333333	983.666666666667
2013-02-03	2013	2	3	11.5	4.66666666666667	275.898496509701	11.8208333333333	2.5	998.125
2013-02-04	2013	2	4	11.5	4.875	237.085275855654	15.1375	4.29583333333333	992.291666666667
2013-02-05	2013	2	5	11.5	5.66666666666667	229.553822882531	15.5416666666667	6.075	988.25
2013-02-06	2013	2	6	11.5	2.20833333333333	213.136144502238	29.3625	1.83333333333333	989.125
2013-02-07	2013	2	7	11.5	1.66666666666667	256.348950286779	54.9541666666667	1.95833333333333	994.708333333333
2013-02-08	2013	2	8	11.5	1.25	240.976644116527	55.0375	1.425	999.833333333333
2013-02-09	2013	2	9	11.5	1.04166666666667	243.493161354199	65.2208333333333	1.15833333333333	1005.58333333333
2013-02-10	2013	2	10	11.5	0.583333333333333	47.0849359791347	36.4416666666667	1.4875	1006.5
2013-02-11	2013	2	11	11.5	3.91666666666667	86.260399283283	32.0875	0.716666666666667	1003.25
2013-02-12	2013	2	12	11.5	3.375	80.2410753887032	48.8625	1.07916666666667	1003.70833333333
2013-02-13	2013	2	13	11.5	1.70833333333333	17.0912587517809	51.0791666666667	1.125	1010.79166666667
2013-02-14	2013	2	14	11.5	1.04166666666667	8.37131347783873	58.0916666666667	2.14583333333333	1014.29166666667
2013-02-15	2013	2	15	11.5	2.54166666666667	91.1102648603672	60.7666666666667	3.02083333333333	1010.04166666667
2013-02-16	2013	2	16	11.5	2	73.010627690541	57.8166666666667	3.04583333333333	1013.29166666667
2013-02-17	2013	2	17	11.5	1.95833333333333	50.5262553094573	45.0416666666667	1.40833333333333	1015.20833333333
2013-02-18	2013	2	18	11.5	2.875	225.969998908323	37.5625	0.858333333333333	1010.70833333333
2013-02-19	2013	2	19	11.5	4.875	294.729084163639	25.6375	2	998.666666666667
2013-02-20	2013	2	20	11.5	5.375	359.797047641375	18	0.166666666666667	1005.70833333333
2013-02-21	2013	2	21	11.5	3.33333333333333	34.0314027314929	18.55	-2.37916666666667	1010.5
2013-02-22	2013	2	22	11.5	5.58333333333333	66.1504550173199	39.8708333333333	-1.38333333333333	1009.33333333333
2013-02-23	2013	2	23	11.5	6.16666666666667	63.3731160842684	24.8333333333333	0.7625	1004
2013-02-24	2013	2	24	11.5	5.25	85.9806520945948	30.5958333333333	3.45416666666667	1005.04166666667
2013-02-25	2013	2	25	11.5	4.58333333333333	81.9436398571176	35.7375	4.0625	1012.33333333333
2013-02-26	2013	2	26	11.5	2.75	34.2604011191122	29.5458333333333	3.6875	1018.79166666667
2013-02-27	2013	2	27	11.5	1.5	352.187463207968	31.6791666666667	4.74166666666667	1020.20833333333
2013-02-28	2013	2	28	11.5	4.58333333333333	273.379507563158	17.0666666666667	5.47083333333333	1014.41666666667
2013-03-01	2013	3	1	11.5	5.75	286.597825222276	14.4125	5.29583333333333	1007.16666666667
2013-03-02	2013	3	2	11.5	4.5	270.722773957398	14.6833333333333	4.80833333333333	1008.58333333333
2013-03-03	2013	3	3	11.5	6.08333333333333	283.861062372762	14.5541666666667	5.47916666666667	1005.54166666667
2013-03-04	2013	3	4	11.5	1.79166666666667	208.649847556805	31.5708333333333	4.65833333333333	1012.95833333333
2013-03-05	2013	3	5	11.5	2.875	149.436723916201	44.8583333333333	7.5	1006.70833333333
2013-03-06	2013	3	6	11.5	1.20833333333333	101.354946436818	63.95	7.52916666666667	998.083333333333
2013-03-07	2013	3	7	11.5	6.75	70.3278640345849	60.1666666666667	7.5625	997
2013-03-08	2013	3	8	11.5	7.29166666666667	76.7809675030417	13.3625	1.47916666666667	1000.20833333333
2013-03-09	2013	3	9	11.5	5.375	82.8581828079377	16.2041666666667	1.1375	998.25
2013-03-10	2013	3	10	11.5	6.125	78.4635478661544	23.1333333333333	-0.804166666666667	992.75
2013-03-11	2013	3	11	11.5	4.29166666666667	31.5312658425596	20.2958333333333	-2.8875	994.5
2013-03-12	2013	3	12	11.5	1.875	9.75301758050791	24.6916666666667	-2.425	994.916666666667
2013-03-13	2013	3	13	11.5	2.16666666666667	33.3757592805206	32.7916666666667	-3.2125	994.541666666667
2013-03-14	2013	3	14	11.5	1.625	3.35191666097603	82.7	-3.53333333333333	998.833333333333
2013-03-15	2013	3	15	11.5	3.79166666666667	333.272864027886	36.3333333333333	-1.4125	1002.04166666667
2013-03-16	2013	3	16	11.5	1.70833333333333	318.438700658829	26	-1.14166666666667	1009.20833333333
2013-03-17	2013	3	17	11.5	6.125	117.226677128841	30.8583333333333	-0.0708333333333333	1006.66666666667
2013-03-18	2013	3	18	11.5	8.16666666666667	100.679121611056	25.2875	0.341666666666667	994.583333333333
2013-03-19	2013	3	19	11.5	4.16666666666667	77.4448646475063	27.6083333333333	0.641666666666667	984.791666666667
2013-03-20	2013	3	20	11.5	2.125	270.12873490098	33.7583333333333	0.666666666666667	995.958333333333
2013-03-21	2013	3	21	11.5	3.25	40.5141156957505	42.45	0.683333333333333	1003.625
2013-03-22	2013	3	22	11.5	4.25	27.1561375061582	27.2416666666667	-1.675	1010.66666666667
2013-03-23	2013	3	23	11.5	4	64.7211544002989	17.025	-5.8625	1017.125
2013-03-24	2013	3	24	11.5	2.33333333333333	83.1527507196751	33.3375	-3.6	1016.41666666667
2013-03-25	2013	3	25	11.5	5.04166666666667	70.8449486974729	18.8833333333333	-0.145833333333333	1012.625
2013-03-26	2013	3	26	11.5	4.79166666666667	65.9991196840467	15.2208333333333	0.0833333333333333	1007.54166666667
2013-03-27	2013	3	27	11.5	5.16666666666667	71.1085620050388	24.7208333333333	1.08333333333333	1007
2013-03-28	2013	3	28	11.5	5.58333333333333	104.413169757509	23.8958333333333	1.98333333333333	1005.375
2013-03-29	2013	3	29	11.5	4.58333333333333	150.489302552431	47.8916666666667	2.71666666666667	995.708333333333
2013-03-30	2013	3	30	11.5	3.08333333333333	272.426258804559	29.9041666666667	2.55	995.666666666667
2013-03-31	2013	3	31	11.5	2.79166666666667	14.0340090266383	57.4291666666667	1.3875	998.375
2013-04-01	2013	4	1	11.5	4.16666666666667	309.862870338638	15.7625	1.89166666666667	998.041666666667
2013-04-02	2013	4	2	11.5	2.45833333333333	64.3213468158701	23.1333333333333	2.44583333333333	1005.58333333333
2013-04-03	2013	4	3	11.5	5.66666666666667	54.5943446603334	20.4833333333333	2.9125	1008.20833333333
2013-04-04	2013	4	4	11.5	3.33333333333333	22.218890350018	21.9333333333333	2.98333333333333	1003.04166666667
2013-04-05	2013	4	5	11.5	2.29166666666667	6.81452578401324	26.6833333333333	3.91666666666667	999.791666666667
2013-04-06	2013	4	6	11.5	2.25	341.993387284443	25.8458333333333	4.70833333333333	1005.33333333333
2013-04-07	2013	4	7	11.5	1.66666666666667	292.693227221982	44.15	5.33333333333333	1008.25
2013-04-08	2013	4	8	11.5	2.45833333333333	56.4694093328504	53.1541666666667	5.55833333333333	1002.75
2013-04-09	2013	4	9	11.5	6.04166666666667	100.325691302447	23.8041666666667	5.77083333333333	1000.04166666667
