"V1"	"V2"	"V3"	"V4"
249189994	"BRENNA"	19520907	17.6
249189994	"BRENNA"	19520908	8.6
249189994	"BRENNA"	19520909	30.1
249189994	"BRENNA"	19520910	2.5
249189994	"BRENNA"	19520912	2.3
249189994	"BRENNA"	19520913	8.1
249189994	"BRENNA"	19520918	2.9
249189994	"BRENNA"	19520919	25
249189994	"BRENNA"	19520920	7.1
249189994	"BRENNA"	19520923	16.3
249189994	"BRENNA"	19520924	3.2
249189994	"BRENNA"	19520928	6.3
249189994	"BRENNA"	19520929	6
249189994	"BRENNA"	19521003	12
249189994	"BRENNA"	19521004	8.2
249189994	"BRENNA"	19521005	26.2
249189994	"BRENNA"	19521006	4.2
249189994	"BRENNA"	19521007	12.1
249189994	"BRENNA"	19521009	1.4
249189994	"BRENNA"	19521011	4.1
249189994	"BRENNA"	19521012	12.8
249189994	"BRENNA"	19521015	1.2
249189994	"BRENNA"	19521016	3.9
249189994	"BRENNA"	19521017	1.1
249189994	"BRENNA"	19521020	6.8
249189994	"BRENNA"	19521023	20
249189994	"BRENNA"	19521026	13.3
249189994	"BRENNA"	19521031	53.1
249189994	"BRENNA"	19521101	30.3
249189994	"BRENNA"	19521103	11
249189994	"BRENNA"	19521109	5.8
249189994	"BRENNA"	19521110	28.6
249189994	"BRENNA"	19521112	0.5
249189994	"BRENNA"	19521117	6.8
249189994	"BRENNA"	19521119	5.8
249189994	"BRENNA"	19521124	2.6
249189994	"BRENNA"	19521203	2
249189994	"BRENNA"	19521208	3.2
249189994	"BRENNA"	19521217	3.2
249189994	"BRENNA"	19521223	2.3
249189994	"BRENNA"	19521225	3.1
249189994	"BRENNA"	19521228	1.5
249189994	"BRENNA"	19530108	8.7
249189994	"BRENNA"	19530110	10.6
249189994	"BRENNA"	19530112	2.5
249189994	"BRENNA"	19530115	15.6
249189994	"BRENNA"	19530117	4.3
249189994	"BRENNA"	19530120	2.3
249189994	"BRENNA"	19530121	1.2
249189994	"BRENNA"	19530126	1.3
249189994	"BRENNA"	19530203	7.6
249189994	"BRENNA"	19530207	9.6
249189994	"BRENNA"	19530208	4.3
249189994	"BRENNA"	19530214	5.7
249189994	"BRENNA"	19530221	0.3
249189994	"BRENNA"	19530228	27
249189994	"BRENNA"	19530302	17.7
249189994	"BRENNA"	19530309	17.7
249189994	"BRENNA"	19530312	18.2
249189994	"BRENNA"	19530406	6.4
249189994	"BRENNA"	19530407	2.3
249189994	"BRENNA"	19530417	5.3
249189994	"BRENNA"	19530429	7.6
249189994	"BRENNA"	19530430	72.5
249189994	"BRENNA"	19530501	19.7
249189994	"BRENNA"	19530502	2.5
249189994	"BRENNA"	19530504	1.2
249189994	"BRENNA"	19530505	1.9
249189994	"BRENNA"	19530506	4.2
249189994	"BRENNA"	19530511	64.5
249189994	"BRENNA"	19530512	8.7
249189994	"BRENNA"	19530513	2.3
249189994	"BRENNA"	19530521	5.2
249189994	"BRENNA"	19530526	5.3
249189994	"BRENNA"	19530527	2.8
249189994	"BRENNA"	19530603	2.3
249189994	"BRENNA"	19530609	3.5
249189994	"BRENNA"	19530610	9.3
